ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,builtup_WSF19_C2,builtup_WSF19_C1,builtup_WSF19_C0,builtup_WSF19_C2%,builtup_WSF19_C1%,builtup_WSF19_C0%
60601,606,6,KHM,Chheu Teal,Sandan,Kampong Thom,Cambodia,40.896,0,0,0,0,0,0
80202,802,8,KHM,Chheu Teal,Kien Svay,Kandal,Cambodia,73.465,0,0,0,0,0,0
200507,2005,20,KHM,Chheu Teal,Svay Chrum,Svay Rieng,Cambodia,48.258,0,0,0,0,0,0
150304,1503,15,KHM,Chheu Tom,Krakor,Pursat,Cambodia,66.709,0,0.116,0.116,0,0.00173889580116626,0.00173889580116626
100101,1001,10,KHM,Chhloung,Chhloung,Kratie,Cambodia,50.692,0,0,0,0,0,0
21306,213,2,KHM,Chhnal Moan,Koas Krala,Battambang,Cambodia,38.87,0.012,1.412,1.412,0.000308721378955493,0.0363262155904296,0.0363262155904296
40102,401,4,KHM,Chhnok Tru,Baribour,Kampong Chhnang,Cambodia,0.046,0,0,0,0,0,0
60501,605,6,KHM,Chhuk,Prasat Sambour,Kampong Thom,Cambodia,69.591,0,0,0,0,0,0
70304,703,7,KHM,Chhuk,Chhuk,Kampot,Cambodia,56.368,0,0,0,0,0,0
250401,2504,25,KHM,Chhuk,Krouch Chhmar,Tboung Khmum,Cambodia,48.678,0,0,0,0,0,0
60107,601,6,KHM,Chhuk Khsach,Baray,Kampong Thom,Cambodia,83.581,0,0,0,0,0,0
40502,405,4,KHM,Chhuk Sa,Kampong Tralach,Kampong Chhnang,Cambodia,94.947,0,0,0,0,0,0
80901,809,8,KHM,Chhveang,Ponhea Lueu,Kandal,Cambodia,109.437,0,1.026,1.026,0,0.00937525699717646,0.00937525699717646
31402,314,3,KHM,Chi Bal,Srei Santhor,Kampong Cham,Cambodia,36.324,0,0,0,0,0,0
90602,906,9,KHM,Chi Kha Kraom,Srae Ambel,Koh Kong,Cambodia,8.148,0,0,0,0,0,0
90603,906,9,KHM,Chi kha Leu,Srae Ambel,Koh Kong,Cambodia,27.008,0,0.105,0.105,0,0.00388773696682464,0.00388773696682464
211003,2110,21,KHM,Chi Khma,Treang,Takeo,Cambodia,40.164,0,0,0,0,0,0
170402,1704,17,KHM,Chi Kraeng,Chi Kraeng,Siemreap,Cambodia,58.484,0,0,0,0,0,0
90705,907,9,KHM,Chi Phat,Thma Bang,Koh Kong,Cambodia,3.464,0,0.023,0.023,0,0.00663972286374134,0.00663972286374134
140503,1405,14,KHM,Chi Phoch,Me Sang,Prey Veng,Cambodia,125.575,0,0,0,0,0,0
40802,408,4,KHM,Chieb,Tuek Phos,Kampong Chhnang,Cambodia,26.834,0,0,0,0,0,0
250204,2502,25,KHM,Chikor,Tboung Khmum,Tboung Khmum,Cambodia,86.605,0,0,0,0,0,0
250205,2502,25,KHM,Chirou Ti Muoy,Tboung Khmum,Tboung Khmum,Cambodia,35.712,0,0,0,0,0,0
250206,2502,25,KHM,Chirou Ti Pir,Tboung Khmum,Tboung Khmum,Cambodia,130.707,0,0,0,0,0,0
10401,104,1,KHM,Chnuor Mean Chey,Preah Netr Preah,Banteay Meanchey,Cambodia,71.84,0,0,0,0,0,0
250702,2507,25,KHM,Choam,Memot,Tboung Khmum,Cambodia,17.016,0,0,0,0,0,0
250703,2507,25,KHM,Choam Kravien,Memot,Tboung Khmum,Cambodia,36.523,0,0,0,0,0,0
130301,1303,13,KHM,Choam Ksant,Choam Ksant,Preah Vihear,Cambodia,56.058,0,0,0,0,0,0
50602,506,5,KHM,Choam Sangkae,Phnum Sruoch,Kampong Speu,Cambodia,26.058,0,0.081,0.081,0,0.00310845037992171,0.00310845037992171
250704,2507,25,KHM,Choam Ta Mau,Memot,Tboung Khmum,Cambodia,21.234,0,0,0,0,0,0
250208,2502,25,KHM,Chob,Tboung Khmum,Tboung Khmum,Cambodia,173.103,0,0,0,0,0,0
170201,1702,17,KHM,Chob Ta Trav,Angkor Thum,Siemreap,Cambodia,31.277,0,0.093,0.093,0,0.00297343095565431,0.00297343095565431
10402,104,1,KHM,Chob Vari,Preah Netr Preah,Banteay Meanchey,Cambodia,180.94,0,0,0,0,0,0
40201,402,4,KHM,Chol Sar,Chol Kiri,Kampong Chhnang,Cambodia,24.994,0,0,0,0,0,0
20304,203,2,KHM,Chomkar Somraong,Battambang,Battambang,Cambodia,183.511,0,0,0,0,0,0
140401,1404,14,KHM,Chong Ampil,Kanhchriech,Prey Veng,Cambodia,61.757,0,0,0,0,0,0
250501,2505,25,KHM,Chong Cheach,Dambae,Tboung Khmum,Cambodia,79.869,0,0,0,0,0,0
60108,601,6,KHM,Chong Doung,Baray,Kampong Thom,Cambodia,127.705,0,0,0,0,0,0
220302,2203,22,KHM,Chong Kal,Chong Kal,Oddar Meanchey,Cambodia,77.688,0,0.139,0.139,0,0.00178920811450932,0.00178920811450932
171007,1710,17,KHM,Chong Khnies,Siem Reap,Siemreap,Cambodia,19.027,3.715,9.293,9.293,0.195248856887581,0.488411205129553,0.488411205129553
110101,1101,11,KHM,Chong Phlah,Kaev Seima,Mondul Kiri,Cambodia,52.296,0,0,0,0,0,0
50302,503,5,KHM,Chongruk,Kong Pisei,Kampong Speu,Cambodia,176.945,0,0,0,0,0,0
130104,1301,13,KHM,Chrach,Chey Saen,Preah Vihear,Cambodia,18.581,0,0,0,0,0,0
200803,2008,20,KHM,Chrak Mtes,Bavet,Svay Rieng,Cambodia,233.786,0,0,0,0,0,0
60906,609,6,KHM,Chraneang,Taing Kouk,Kampong Thom,Cambodia,88.469,0,0,0,0,0,0
120711,1207,12,KHM,Chrang Chamreh Ti Muoy,Russey Keo,Phnom Penh,Cambodia,110.856,0,0,0,0,0,0
120712,1207,12,KHM,Chrang Chamreh Ti Pir,Russey Keo,Phnom Penh,Cambodia,164.546,0,0,0,0,0,0
40401,404,4,KHM,Chranouk,Kampong Leaeng,Kampong Chhnang,Cambodia,53.375,4.365,5.985,5.985,0.0817798594847775,0.112131147540984,0.112131147540984
171006,1710,17,KHM,Chreav,Siem Reap,Siemreap,Cambodia,409.21,0,0,0,0,0,0
40503,405,4,KHM,Chres,Kampong Tralach,Kampong Chhnang,Cambodia,38.748,0,0,0,0,0,0
70401,704,7,KHM,Chres,Chum Kiri,Kampot,Cambodia,10.29,0,0,0,0,0,0
140502,1405,14,KHM,Chres,Me Sang,Prey Veng,Cambodia,120.885,0,0,0,0,0,0
200104,2001,20,KHM,Chres,Chantrea,Svay Rieng,Cambodia,28.709,0,0,0,0,0,0
20204,202,2,KHM,Chrey,Thma Koul,Battambang,Cambodia,156.99,0,0,0,0,0,0
20605,206,2,KHM,Chrey,Moung Ruessei,Battambang,Cambodia,73.685,0,0,0,0,0,0
140304,1403,14,KHM,Chrey,Kampong Trabaek,Prey Veng,Cambodia,30.536,0,0,0,0,0,0
141303,1413,14,KHM,Chrey,Svay Antor,Prey Veng,Cambodia,137.591,0,0,0,0,0,0
40604,406,4,KHM,Chrey Bak,Rolea B'ier,Kampong Chhnang,Cambodia,125.637,3.835,3.846,3.846,0.0305244474159682,0.0306120012416724,0.0306120012416724
141202,1412,14,KHM,Chrey Khmum,Sithor Kandal,Prey Veng,Cambodia,39.333,0,0,0,0,0,0
80902,809,8,KHM,Chrey Loas,Ponhea Lueu,Kandal,Cambodia,105.066,0,0,0,0,0,0
21006,210,2,KHM,Chrey Seima,Sampov Lun,Battambang,Cambodia,33.17,0.232,0.777,0.777,0.0069942719324691,0.0234247814290021,0.0234247814290021
200406,2004,20,KHM,Chrey Thum,Romeas Haek,Svay Rieng,Cambodia,77.439,0,0,0,0,0,0
31303,313,3,KHM,Chrey Vien,Prey Chhor,Kampong Cham,Cambodia,183.778,0,0,0,0,0,0
60702,607,6,KHM,Chroab,Santuk,Kampong Thom,Cambodia,48.161,0,0.181,0.181,0,0.00375822761155292,0.00375822761155292
60909,609,6,KHM,Chrolong,Taing Kouk,Kampong Thom,Cambodia,51.837,0,0,0,0,0,0
100302,1003,10,KHM,Chrouy Banteay,Prek Prasab,Kratie,Cambodia,65.366,0,0,0,0,0,0
121001,1210,12,KHM,Chrouy Changvar,Chraoy Chongvar,Phnom Penh,Cambodia,246.742,0,0,0,0,0,0
171201,1712,17,KHM,Chrouy Neang Nguon,Srei Snam,Siemreap,Cambodia,63.268,0,0,0,0,0,0
90301,903,9,KHM,Chrouy Pras,Kaoh Kong,Koh Kong,Cambodia,4.18,0.686,1.819,1.819,0.164114832535885,0.435167464114833,0.435167464114833
20206,202,2,KHM,Chrouy Sdau,Thma Koul,Battambang,Cambodia,110.998,0,0,0,0,0,0
90604,906,9,KHM,Chrouy Svay,Srae Ambel,Koh Kong,Cambodia,25.144,0,0.023,0.023,0,0.000914731148584155,0.000914731148584155
80402,804,8,KHM,Chrouy Ta Kaev,Kaoh Thum,Kandal,Cambodia,59.425,0,0,0,0,0,0
200304,2003,20,KHM,Chrung Popel,Rumduol,Svay Rieng,Cambodia,28.303,0,0,0,0,0,0
70702,707,7,KHM,Chum Kriel,Tuek Chhou,Kampot,Cambodia,82.995,0,0,0,0,0,0
250402,2504,25,KHM,Chumnik,Krouch Chhmar,Tboung Khmum,Cambodia,68.301,0,0,0,0,0,0
90703,907,9,KHM,Chumnoab,Thma Bang,Koh Kong,Cambodia,0.256,0,0.244,0.244,0,0.953125,0.953125
50503,505,5,KHM,Chumpu Proeks,Odongk,Kampong Speu,Cambodia,15.872,0,0,0,0,0,0
70402,704,7,KHM,Chumpu Voan,Chum Kiri,Kampot,Cambodia,29.896,0,0,0,0,0,0
210704,2107,21,KHM,Chumreah Pen,Samraong,Takeo,Cambodia,103.808,0,0,0,0,0,0
70106,701,7,KHM,Daeum Doung,Angkor Chey,Kampot,Cambodia,15.603,0,5.12,5.12,0,0.328142023969749,0.328142023969749
80106,801,8,KHM,Daeum Rues,Kandal Stueng,Kandal,Cambodia,99.58,0,0,0,0,0,0
110301,1103,11,KHM,Dak Dam,Ou Reang,Mondul Kiri,Cambodia,9.029,0,0.558,0.558,0,0.0618008638830435,0.0618008638830435
171102,1711,17,KHM,Dam Daek,Soutr Nikom,Siemreap,Cambodia,186.33,0,0,0,0,0,0
250502,2505,25,KHM,Dambae,Dambae,Tboung Khmum,Cambodia,97.078,0,0,0,0,0,0
70104,701,7,KHM,Dambouk Khpos,Angkor Chey,Kampot,Cambodia,44.763,0,0.046,0.046,0,0.00102763443022139,0.00102763443022139
50603,506,5,KHM,Dambouk Rung,Phnum Sruoch,Kampong Speu,Cambodia,25.122,0,0,0,0,0,0
80804,808,8,KHM,Damnak Ampil,Angk Snuol,Kandal,Cambodia,119.808,0,0,0,0,0,0
70603,706,7,KHM,Damnak Kantuot Khang Cheung,Kampong Trach,Kampot,Cambodia,5.858,0,0,0,0,0,0
70604,706,7,KHM,Damnak Kantuot Khang Tboung,Kampong Trach,Kampot,Cambodia,16.86,0,1.149,1.149,0,0.0681494661921708,0.0681494661921708
50513,505,5,KHM,Damnak Reang,Odongk,Kampong Speu,Cambodia,93.309,0,0,0,0,0,0
70501,705,7,KHM,Damnak Sokram,Dang Tong,Kampot,Cambodia,21.779,0,0,0,0,0,0
60301,603,6,KHM,Damrei Choan Khla,Stueng Saen,Kampong Thom,Cambodia,104.338,0,0,0,0,0,0
100102,1001,10,KHM,Damrei Phong,Chhloung,Kratie,Cambodia,48.484,0,0,0,0,0,0
141304,1413,14,KHM,Damrei Puon,Svay Antor,Prey Veng,Cambodia,85.722,0,0,0,0,0,0
60202,602,6,KHM,Damrei Slab,Kampong Svay,Kampong Thom,Cambodia,24.398,0,0,0,0,0,0
250303,2503,25,KHM,Damril,Ou Reang Ov,Tboung Khmum,Cambodia,50.236,0,0,0,0,0,0
70105,701,7,KHM,Dan Koum,Angkor Chey,Kampot,Cambodia,14.601,0,0.035,0.035,0,0.00239709608930895,0.00239709608930895
171103,1711,17,KHM,Dan Run,Soutr Nikom,Siemreap,Cambodia,140.512,0,0,0,0,0,0
60602,606,6,KHM,Dang Kambet,Sandan,Kampong Thom,Cambodia,9.189,0,0,0,0,0,0
31503,315,3,KHM,Dang Kdar,Stueng Trang,Kampong Cham,Cambodia,76.975,0,0,0,0,0,0
90605,906,9,KHM,Dang Peaeng,Srae Ambel,Koh Kong,Cambodia,22.939,0,4.139,4.139,0,0.180435066916605,0.180435066916605
70502,705,7,KHM,Dang Tong,Dang Tong,Kampot,Cambodia,57.929,0,0,0,0,0,0
90402,904,9,KHM,Dang Tong,Khemara Phoumin,Koh Kong,Cambodia,78.92,0,0,0,0,0,0
120501,1205,12,KHM,Dangkao,Dangkao,Phnom Penh,Cambodia,459.199,0,0,0,0,0,0
40402,404,4,KHM,Dar,Kampong Leaeng,Kampong Chhnang,Cambodia,67.315,0.542,13.693,13.693,0.00805169724429919,0.203416771893337,0.203416771893337
100603,1006,10,KHM,Dar,Chetr Borei,Kratie,Cambodia,31.372,0,0,0,0,0,0
250705,2507,25,KHM,Dar,Memot,Tboung Khmum,Cambodia,129.377,0,0,0,0,0,0
70315,703,7,KHM,Dechou Akphivoadth,Chhuk,Kampot,Cambodia,25.786,0,0,0,0,0,0
80203,802,8,KHM,Dei Edth,Kien Svay,Kandal,Cambodia,156.01,0,0,0,0,0,0
81103,811,8,KHM,Doeum Mien,Ta Khmau,Kandal,Cambodia,110.614,0,0,0,0,0,0
21305,213,2,KHM,Doun Ba,Koas Krala,Battambang,Cambodia,18.275,0,0,0,0,0,0
170702,1707,17,KHM,Doun Kaev,Puok,Siemreap,Cambodia,42.262,0,0,0,0,0,0
140202,1402,14,KHM,Doun Koeng,Kamchay Mear,Prey Veng,Cambodia,50.791,0,0,0,0,0,0
170102,1701,17,KHM,Doun Peng,Angkor Chum,Siemreap,Cambodia,36.35,0,0,0,0,0,0
200508,2005,20,KHM,Doun Sa,Svay Chrum,Svay Rieng,Cambodia,45.381,0,0,0,0,0,0
70305,703,7,KHM,Doun Yay,Chhuk,Kampot,Cambodia,14.063,0,0,0,0,0,0
60401,604,6,KHM,Doung,Prasat Ballangk,Kampong Thom,Cambodia,29.438,0,0,0,0,0,0
200407,2004,20,KHM,Doung,Romeas Haek,Svay Rieng,Cambodia,69.192,0,0,0,0,0,0
210203,2102,21,KHM,Doung,Bati,Takeo,Cambodia,79.821,0,0,0,0,0,0
210303,2103,21,KHM,Doung Khpos,Borei Cholsar,Takeo,Cambodia,47.615,0,0,0,0,0,0
250602,2506,25,KHM,Dountei,Ponhea Kraek,Tboung Khmum,Cambodia,94.466,0,0,0,0,0,0
21303,213,2,KHM,Hab,Koas Krala,Battambang,Cambodia,9.064,0,0,0,0,0,0
100103,1001,10,KHM,Han Chey,Chhloung,Kratie,Cambodia,86.373,0,0,0,0,0,0
30602,306,3,KHM,Hanchey,Kampong Siem,Kampong Cham,Cambodia,56.266,0,0,0,0,0,0
50401,504,5,KHM,Haong Samnam,Aoral,Kampong Speu,Cambodia,13.26,0,0.011,0.011,0,0.000829562594268477,0.000829562594268477
160903,1609,16,KHM,Hat Pak,Veun Sai,Ratanak Kiri,Cambodia,6.368,0,0,0,0,0,0
80502,805,8,KHM,K'am Samnar,Leuk Daek,Kandal,Cambodia,40.169,0,0,0,0,0,0
160904,1609,16,KHM,Ka Choun,Veun Sai,Ratanak Kiri,Cambodia,2.882,0,0,0,0,0,0
160502,1605,16,KHM,Ka Laeng,Lumphat,Ratanak Kiri,Cambodia,8.704,0,0,0,0,0,0
160201,1602,16,KHM,Kachanh,Ban Lung,Ratanak Kiri,Cambodia,69.626,0,8.587,8.587,0,0.1233303650935,0.1233303650935
230201,2302,23,KHM,Kaeb,Kaeb,Kep,Cambodia,51.036,0,3.79,3.79,0,0.0742613057449643,0.0742613057449643
180304,1803,18,KHM,Kaev Phos,Stueng Hav,Preah Sihanouk,Cambodia,40.475,0,12.992,12.992,0,0.320988264360716,0.320988264360716
170704,1707,17,KHM,Kaev Poar,Puok,Siemreap,Cambodia,33.943,0,0,0,0,0,0
50702,507,5,KHM,Kahaeng,Samraong Tong,Kampong Speu,Cambodia,110.831,0,0,0,0,0,0
50113,501,5,KHM,Kak,Basedth,Kampong Speu,Cambodia,50.605,0,0,0,0,0,0
160301,1603,16,KHM,Kak,Bar Kaev,Ratanak Kiri,Cambodia,18.004,0,0,0,0,0,0
250603,2506,25,KHM,Kak,Ponhea Kraek,Tboung Khmum,Cambodia,115.048,0,0,0,0,0,0
120908,1209,12,KHM,Kakab Ti 1,Pur SenChey,Phnom Penh,Cambodia,318.364,0,0,0,0,0,0
20607,206,2,KHM,Kakaoh,Moung Ruessei,Battambang,Cambodia,119.109,0,0,0,0,0,0
60704,607,6,KHM,Kakaoh,Santuk,Kampong Thom,Cambodia,112.362,0.581,0.662,0.662,0.00517078727683737,0.00589167156155996,0.00589167156155996
160604,1606,16,KHM,Kalai,Ou Chum,Ratanak Kiri,Cambodia,3.138,0,0,0,0,0,0
121401,1214,12,KHM,Kamboul,Kamboul,Phnom Penh,Cambodia,255.312,0,0,0,0,0,0
210403,2104,21,KHM,Kamnab,Kiri Vong,Takeo,Cambodia,20.882,0,0,0,0,0,0
210404,2104,21,KHM,Kampeaeng,Kiri Vong,Takeo,Cambodia,43.82,0,5.943,5.943,0,0.135623003194888,0.135623003194888
210605,2106,21,KHM,Kampeaeng,Prey Kabbas,Takeo,Cambodia,61.913,0,0,0,0,0,0
180301,1803,18,KHM,Kampenh,Stueng Hav,Preah Sihanouk,Cambodia,41.308,0,0,0,0,0,0
190101,1901,19,KHM,Kamphun,Sesan,Stung Treng,Cambodia,34.804,0,0,0,0,0,0
250706,2507,25,KHM,Kampoan,Memot,Tboung Khmum,Cambodia,36.788,0,0,0,0,0,0
200305,2003,20,KHM,Kampong Ampil,Rumduol,Svay Rieng,Cambodia,22.049,0,0,0,0,0,0
70803,708,7,KHM,Kampong Bay,Kampot,Kampot,Cambodia,90.007,0,0,0,0,0,0
200303,2003,20,KHM,Kampong Chak,Rumduol,Svay Rieng,Cambodia,53.069,0,0,0,0,0,0
30502,305,3,KHM,Kampong Cham,Kampong Cham,Kampong Cham,Cambodia,105.289,0,0,0,0,0,0
100402,1004,10,KHM,Kampong Cham,Sambour,Kratie,Cambodia,42.844,0,0,0,0,0,0
80303,803,8,KHM,Kampong Chamlang,Khsach Kandal,Kandal,Cambodia,48.422,0,0,0,0,0,0
200504,2005,20,KHM,Kampong Chamlang,Svay Chrum,Svay Rieng,Cambodia,68.357,0,0,0,0,0,0
60804,608,6,KHM,Kampong Chen Cheung,Stoung,Kampong Thom,Cambodia,72.991,0,0,0,0,0,0
60805,608,6,KHM,Kampong Chen Tboung,Stoung,Kampong Thom,Cambodia,111.992,0,0,0,0,0,0
40302,403,4,KHM,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,Cambodia,236.052,0,0,0,0,0,0
100104,1001,10,KHM,Kampong Damrei,Chhloung,Kratie,Cambodia,32.607,0,0,0,0,0,0
40403,404,4,KHM,Kampong Hau,Kampong Leaeng,Kampong Chhnang,Cambodia,32.771,0,0.023,0.023,0,0.000701840041500107,0.000701840041500107
70801,708,7,KHM,Kampong Kandal,Kampot,Kampot,Cambodia,112.577,0,0,0,0,0,0
170403,1704,17,KHM,Kampong Kdei,Chi Kraeng,Siemreap,Cambodia,91.28,0,0,0,0,0,0
171104,1711,17,KHM,Kampong Khleang,Soutr Nikom,Siemreap,Cambodia,0.538,0,0,0,0,0,0
80403,804,8,KHM,Kampong Kong,Kaoh Thum,Kandal,Cambodia,72.586,0,0,0,0,0,0
100303,1003,10,KHM,Kampong Kor,Prek Prasab,Kratie,Cambodia,31.722,0,0,0,0,0,0
60203,602,6,KHM,Kampong Kou,Kampong Svay,Kampong Thom,Cambodia,36.927,0,0,0,0,0,0
60306,603,6,KHM,Kampong Krabau,Stueng Saen,Kampong Thom,Cambodia,59.687,0,0,0,0,0,0
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,42.293,0,0,0,0,0,0
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,9.355,0,0,0,0,0,0
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,175.628,0,0,0,0,0,0
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,37.954,0,1.211,1.211,0,0.0319070453707119,0.0319070453707119
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,58.423,0,0,0,0,0,0
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,4.815,0,0,0,0,0,0
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,46.131,0,0,0,0,0,0
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,5.771,0,0,0,0,0,0
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,19.794,0,0,0,0,0,0
80501,805,8,KHM,Kampong Phnum,Leuk Daek,Kandal,Cambodia,77.32,0,0,0,0,0,0
140801,1408,14,KHM,Kampong Popil,Pea Reang,Prey Veng,Cambodia,105.137,0,0,0,0,0,0
150306,1503,15,KHM,Kampong Pou,Krakor,Pursat,Cambodia,23.137,0,0,0,0,0,0
130801,1308,13,KHM,Kampong Pranak,Preah Vihear,Preah Vihear,Cambodia,229.229,0,0,0,0,0,0
140803,1408,14,KHM,Kampong Prang,Pea Reang,Prey Veng,Cambodia,50.731,0,0,0,0,0,0
140602,1406,14,KHM,Kampong Prasat,Peam Chor,Prey Veng,Cambodia,23.105,0,0,0,0,0,0
20805,208,2,KHM,Kampong Preah,Sangkae,Battambang,Cambodia,73.309,0,0,0,0,0,0
40105,401,4,KHM,Kampong Preah Kokir,Baribour,Kampong Chhnang,Cambodia,0.186,0,0,0,0,0,0
20806,208,2,KHM,Kampong Prieng,Sangkae,Battambang,Cambodia,102.005,0,0,0,0,0,0
30801,308,3,KHM,Kampong Reab,Kaoh Soutin,Kampong Cham,Cambodia,23.725,0,0,0,0,0,0
210606,2106,21,KHM,Kampong Reab,Prey Kabbas,Takeo,Cambodia,35.464,0,0,0,0,0,0
60303,603,6,KHM,Kampong Roteh,Stueng Saen,Kampong Thom,Cambodia,47.836,0,0,0,0,0,0
141109,1411,14,KHM,Kampong Ruessei,Pur Rieng,Prey Veng,Cambodia,71.791,0,0,0,0,0,0
81106,811,8,KHM,Kampong Samnanh,Ta Khmau,Kandal,Cambodia,141.328,0,0,0,0,0,0
70704,707,7,KHM,Kampong Samraong,Tuek Chhou,Kampot,Cambodia,16.351,0,0,0,0,0,0
180402,1804,18,KHM,Kampong Seila,Kampong Seila,Preah Sihanouk,Cambodia,45.494,0,0.012,0.012,0,0.000263771046731437,0.000263771046731437
140905,1409,14,KHM,Kampong Soeng,Preah Sdach,Prey Veng,Cambodia,88.112,0,0,0,0,0,0
130207,1302,13,KHM,Kampong Sralau Muoy,Chhaeb,Preah Vihear,Cambodia,27.752,0,0,0,0,0,0
130208,1302,13,KHM,Kampong Sralau Pir,Chhaeb,Preah Vihear,Cambodia,12.341,0,0,0,0,0,0
10602,106,1,KHM,Kampong Svay,Serei Saophoan,Banteay Meanchey,Cambodia,323.309,0.002,116.816,116.816,6.18603255708935E-06,0.361313789594475,0.361313789594475
60204,602,6,KHM,Kampong Svay,Kampong Svay,Kampong Thom,Cambodia,99.259,0,0,0,0,0,0
80204,802,8,KHM,Kampong Svay,Kien Svay,Kandal,Cambodia,122.84,0,0,0,0,0,0
170602,1706,17,KHM,Kampong Thkov,Kralanh,Siemreap,Cambodia,124.073,0,0,0,0,0,0
60703,607,6,KHM,Kampong Thma,Santuk,Kampong Thom,Cambodia,107.417,0,0,0,0,0,0
60302,603,6,KHM,Kampong Thum,Stueng Saen,Kampong Thom,Cambodia,102.561,0,0,0,0,0,0
140307,1403,14,KHM,Kampong Trabaek,Kampong Trabaek,Prey Veng,Cambodia,43.178,0,0,0,0,0,0
200408,2004,20,KHM,Kampong Trach,Romeas Haek,Svay Rieng,Cambodia,99.416,0,0,0,0,0,0
70605,706,7,KHM,Kampong Trach Khang Kaeut,Kampong Trach,Kampot,Cambodia,74.54,0,4.37,4.37,0,0.0586262409444594,0.0586262409444594
70606,706,7,KHM,Kampong Trach Khang Lech,Kampong Trach,Kampot,Cambodia,102.959,0,0.012,0.012,0,0.00011655124855525,0.00011655124855525
40504,405,4,KHM,Kampong Tralach,Kampong Tralach,Kampong Chhnang,Cambodia,38.035,0,0,0,0,0,0
250403,2504,25,KHM,Kampong Treas,Krouch Chhmar,Tboung Khmum,Cambodia,47.794,0,0,0,0,0,0
21201,212,2,KHM,Kamrieng,Kamrieng,Battambang,Cambodia,51.826,0,3.16,3.16,0,0.060973256666538,0.060973256666538
170906,1709,17,KHM,Kandaek,Prasat Bakong,Siemreap,Cambodia,266.124,0,0,0,0,0,0
80107,801,8,KHM,Kandaok,Kandal Stueng,Kandal,Cambodia,54.779,0,0,0,0,0,0
70705,707,7,KHM,Kandaol,Tuek Chhou,Kampot,Cambodia,64.876,0,1.331,1.331,0,0.020516061409458,0.020516061409458
90102,901,9,KHM,Kandaol,Botum Sakor,Koh Kong,Cambodia,11.074,0,0.058,0.058,0,0.00523749322737945,0.00523749322737945
250604,2506,25,KHM,Kandaol Chrum,Ponhea Kraek,Tboung Khmum,Cambodia,159.017,0,0,0,0,0,0
50202,502,5,KHM,Kandaol Dom,Chbar Mon,Kampong Speu,Cambodia,82.731,0,0,0,0,0,0
150203,1502,15,KHM,Kandieng,Kandieng,Pursat,Cambodia,33.985,0,0,0,0,0,0
200703,2007,20,KHM,Kandieng Reay,Svay Teab,Svay Rieng,Cambodia,129.791,0,0,0,0,0,0
210204,2102,21,KHM,Kandoeng,Bati,Takeo,Cambodia,122.84,0,0,0,0,0,0
190503,1905,19,KHM,Kang Cham,Thala Barivat,Stung Treng,Cambodia,6.804,0,0,0,0,0,0
30702,307,3,KHM,Kang Ta Noeng,Kang Meas,Kampong Cham,Cambodia,70.942,0,0,0,0,0,0
140802,1408,14,KHM,Kanhcham,Pea Reang,Prey Veng,Cambodia,99.916,0,0,0,0,0,0
100105,1001,10,KHM,Kanhchor,Chhloung,Kratie,Cambodia,54.124,0,0,0,0,0,0
150204,1502,15,KHM,Kanhchor,Kandieng,Pursat,Cambodia,49.588,0,0,0,0,0,0
140402,1404,14,KHM,Kanhchriech,Kanhchriech,Prey Veng,Cambodia,58.903,0,0,0,0,0,0
140305,1403,14,KHM,Kansoam Ak,Kampong Trabaek,Prey Veng,Cambodia,31.292,0,0,0,0,0,0
121402,1214,12,KHM,Kantaok,Kamboul,Phnom Penh,Cambodia,401.235,0,0,0,0,0,0
170905,1709,17,KHM,Kantreang,Prasat Bakong,Siemreap,Cambodia,135.656,0,0,0,0,0,0
20101,201,2,KHM,Kantueu Muoy,Banan,Battambang,Cambodia,40.022,0,0,0,0,0,0
20102,201,2,KHM,Kantueu Pir,Banan,Battambang,Cambodia,48.181,0,0.101,0.101,0,0.00209626201199643,0.00209626201199643
100604,1006,10,KHM,Kantuot,Chetr Borei,Kratie,Cambodia,31.052,0,0,0,0,0,0
130306,1303,13,KHM,Kantuot,Choam Ksant,Preah Vihear,Cambodia,80.947,0,0,0,0,0,0
171302,1713,17,KHM,Kantuot,Svay Leu,Siemreap,Cambodia,56.629,0,0,0,0,0,0
31404,314,3,KHM,Kaoh Andaet,Srei Santhor,Kampong Cham,Cambodia,28.774,0,0,0,0,0,0
81002,810,8,KHM,Kaoh Anlong Chen,S'ang,Kandal,Cambodia,41.442,0,0,0,0,0,0
140603,1406,14,KHM,Kaoh Chek,Peam Chor,Prey Veng,Cambodia,22.931,0,0,0,0,0,0
