ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,pop_WPOP20_C2,pop_WPOP20_C1,pop_WPOP20_C0,pop_WPOP20_C2%,pop_WPOP20_C1%,pop_WPOP20_C0%
80202,802,8,KHM,Chheu Teal,Kien Svay,Kandal,Cambodia,9232.398,0,0,0,0,0,0
200507,2005,20,KHM,Chheu Teal,Svay Chrum,Svay Rieng,Cambodia,7252.464,0,0,0,0,0,0
150304,1503,15,KHM,Chheu Tom,Krakor,Pursat,Cambodia,15127.723,0,0,0,0,0,0
100101,1001,10,KHM,Chhloung,Chhloung,Kratie,Cambodia,7866.269,0,0,0,0,0,0
21306,213,2,KHM,Chhnal Moan,Koas Krala,Battambang,Cambodia,8739.242,0,0,0,0,0,0
40102,401,4,KHM,Chhnok Tru,Baribour,Kampong Chhnang,Cambodia,0,0,0,0,0,0,0
60501,605,6,KHM,Chhuk,Prasat Sambour,Kampong Thom,Cambodia,9145.299,0,0,0,0,0,0
70304,703,7,KHM,Chhuk,Chhuk,Kampot,Cambodia,6648.884,0,0,0,0,0,0
250401,2504,25,KHM,Chhuk,Krouch Chhmar,Tboung Khmum,Cambodia,12754.928,0,0,0,0,0,0
60107,601,6,KHM,Chhuk Khsach,Baray,Kampong Thom,Cambodia,11098.983,0,0,0,0,0,0
40502,405,4,KHM,Chhuk Sa,Kampong Tralach,Kampong Chhnang,Cambodia,6496.788,0,0,0,0,0,0
80901,809,8,KHM,Chhveang,Ponhea Lueu,Kandal,Cambodia,10558.721,0,234.559,234.559,0,0.0222147171044675,0.0222147171044675
31402,314,3,KHM,Chi Bal,Srei Santhor,Kampong Cham,Cambodia,2561.737,0,0,0,0,0,0
90602,906,9,KHM,Chi Kha Kraom,Srae Ambel,Koh Kong,Cambodia,4724.407,0,0,0,0,0,0
90603,906,9,KHM,Chi kha Leu,Srae Ambel,Koh Kong,Cambodia,6409.342,0,85.749,85.749,0,0.0133787524522798,0.0133787524522798
211003,2110,21,KHM,Chi Khma,Treang,Takeo,Cambodia,3399.983,0,0,0,0,0,0
170402,1704,17,KHM,Chi Kraeng,Chi Kraeng,Siemreap,Cambodia,6950.376,0,0,0,0,0,0
90705,907,9,KHM,Chi Phat,Thma Bang,Koh Kong,Cambodia,3578.105,0,0,0,0,0,0
140503,1405,14,KHM,Chi Phoch,Me Sang,Prey Veng,Cambodia,11250.926,0,0,0,0,0,0
40802,408,4,KHM,Chieb,Tuek Phos,Kampong Chhnang,Cambodia,7649.104,0,0,0,0,0,0
250204,2502,25,KHM,Chikor,Tboung Khmum,Tboung Khmum,Cambodia,7299.851,0,0,0,0,0,0
250205,2502,25,KHM,Chirou Ti Muoy,Tboung Khmum,Tboung Khmum,Cambodia,3714.681,0,0,0,0,0,0
250206,2502,25,KHM,Chirou Ti Pir,Tboung Khmum,Tboung Khmum,Cambodia,13590.449,0,0,0,0,0,0
10401,104,1,KHM,Chnuor Mean Chey,Preah Netr Preah,Banteay Meanchey,Cambodia,5530.382,0,0,0,0,0,0
250702,2507,25,KHM,Choam,Memot,Tboung Khmum,Cambodia,10223.083,0,0,0,0,0,0
250703,2507,25,KHM,Choam Kravien,Memot,Tboung Khmum,Cambodia,15178.302,0,0,0,0,0,0
130301,1303,13,KHM,Choam Ksant,Choam Ksant,Preah Vihear,Cambodia,4899.975,0,0,0,0,0,0
50602,506,5,KHM,Choam Sangkae,Phnum Sruoch,Kampong Speu,Cambodia,7385.295,0,0,0,0,0,0
250704,2507,25,KHM,Choam Ta Mau,Memot,Tboung Khmum,Cambodia,13795.129,0,0,0,0,0,0
250208,2502,25,KHM,Chob,Tboung Khmum,Tboung Khmum,Cambodia,14557.045,0,0,0,0,0,0
170201,1702,17,KHM,Chob Ta Trav,Angkor Thum,Siemreap,Cambodia,6076.726,0,2211.399,2211.399,0,0.363912903099465,0.363912903099465
10402,104,1,KHM,Chob Vari,Preah Netr Preah,Banteay Meanchey,Cambodia,13292.131,0,0,0,0,0,0
40201,402,4,KHM,Chol Sar,Chol Kiri,Kampong Chhnang,Cambodia,7697.017,0,0,0,0,0,0
20304,203,2,KHM,Chomkar Somraong,Battambang,Battambang,Cambodia,12288.146,0,0,0,0,0,0
140401,1404,14,KHM,Chong Ampil,Kanhchriech,Prey Veng,Cambodia,6647.797,0,0,0,0,0,0
250501,2505,25,KHM,Chong Cheach,Dambae,Tboung Khmum,Cambodia,12724.31,0,0,0,0,0,0
60108,601,6,KHM,Chong Doung,Baray,Kampong Thom,Cambodia,9426.146,0,0,0,0,0,0
220302,2203,22,KHM,Chong Kal,Chong Kal,Oddar Meanchey,Cambodia,6974.928,0,0,0,0,0,0
171007,1710,17,KHM,Chong Khnies,Siem Reap,Siemreap,Cambodia,2365.367,149.597,539.258,539.258,0.0632447311558841,0.227980689677331,0.227980689677331
110101,1101,11,KHM,Chong Phlah,Kaev Seima,Mondul Kiri,Cambodia,21760.738,0,0,0,0,0,0
50302,503,5,KHM,Chongruk,Kong Pisei,Kampong Speu,Cambodia,11997.524,0,0,0,0,0,0
130104,1301,13,KHM,Chrach,Chey Saen,Preah Vihear,Cambodia,3255.455,0,0,0,0,0,0
200803,2008,20,KHM,Chrak Mtes,Bavet,Svay Rieng,Cambodia,8162.863,0,0,0,0,0,0
60906,609,6,KHM,Chraneang,Taing Kouk,Kampong Thom,Cambodia,9908.549,0,0,0,0,0,0
120711,1207,12,KHM,Chrang Chamreh Ti Muoy,Russey Keo,Phnom Penh,Cambodia,16278.272,0,0,0,0,0,0
120712,1207,12,KHM,Chrang Chamreh Ti Pir,Russey Keo,Phnom Penh,Cambodia,16644.156,0,0,0,0,0,0
40401,404,4,KHM,Chranouk,Kampong Leaeng,Kampong Chhnang,Cambodia,7531.065,1576.011,3019.679,3019.679,0.209268011894732,0.400963077599251,0.400963077599251
171006,1710,17,KHM,Chreav,Siem Reap,Siemreap,Cambodia,43767.965,0,0,0,0,0,0
40503,405,4,KHM,Chres,Kampong Tralach,Kampong Chhnang,Cambodia,9873.55,0,0,0,0,0,0
70401,704,7,KHM,Chres,Chum Kiri,Kampot,Cambodia,6161.84,0,0,0,0,0,0
140502,1405,14,KHM,Chres,Me Sang,Prey Veng,Cambodia,10003.406,0,0,0,0,0,0
200104,2001,20,KHM,Chres,Chantrea,Svay Rieng,Cambodia,4638.23,0,0,0,0,0,0
20204,202,2,KHM,Chrey,Thma Koul,Battambang,Cambodia,11895.034,0,0,0,0,0,0
20605,206,2,KHM,Chrey,Moung Ruessei,Battambang,Cambodia,9976.181,0,0,0,0,0,0
140304,1403,14,KHM,Chrey,Kampong Trabaek,Prey Veng,Cambodia,5232.711,0,0,0,0,0,0
141303,1413,14,KHM,Chrey,Svay Antor,Prey Veng,Cambodia,10025.22,0,0,0,0,0,0
40604,406,4,KHM,Chrey Bak,Rolea B'ier,Kampong Chhnang,Cambodia,10577.324,0,149.559,149.559,0,0.014139587668866,0.014139587668866
141202,1412,14,KHM,Chrey Khmum,Sithor Kandal,Prey Veng,Cambodia,4678.182,0,0,0,0,0,0
80902,809,8,KHM,Chrey Loas,Ponhea Lueu,Kandal,Cambodia,10723.582,0,0,0,0,0,0
21006,210,2,KHM,Chrey Seima,Sampov Lun,Battambang,Cambodia,6863.578,0,0,0,0,0,0
200406,2004,20,KHM,Chrey Thum,Romeas Haek,Svay Rieng,Cambodia,6553.131,0,0,0,0,0,0
31303,313,3,KHM,Chrey Vien,Prey Chhor,Kampong Cham,Cambodia,12513.928,0,0,0,0,0,0
60702,607,6,KHM,Chroab,Santuk,Kampong Thom,Cambodia,5022.725,0,0,0,0,0,0
60909,609,6,KHM,Chrolong,Taing Kouk,Kampong Thom,Cambodia,3572.06,0,0,0,0,0,0
100302,1003,10,KHM,Chrouy Banteay,Prek Prasab,Kratie,Cambodia,2936.634,0,0,0,0,0,0
121001,1210,12,KHM,Chrouy Changvar,Chraoy Chongvar,Phnom Penh,Cambodia,28233.123,0,0,0,0,0,0
171201,1712,17,KHM,Chrouy Neang Nguon,Srei Snam,Siemreap,Cambodia,5651.183,0,0,0,0,0,0
90301,903,9,KHM,Chrouy Pras,Kaoh Kong,Koh Kong,Cambodia,1112.771,147.592,1112.771,1112.771,0.13263465708578,1,1
20206,202,2,KHM,Chrouy Sdau,Thma Koul,Battambang,Cambodia,7927.354,0,0,0,0,0,0
90604,906,9,KHM,Chrouy Svay,Srae Ambel,Koh Kong,Cambodia,3051.344,0,0,0,0,0,0
80402,804,8,KHM,Chrouy Ta Kaev,Kaoh Thum,Kandal,Cambodia,10939.029,0,0,0,0,0,0
200304,2003,20,KHM,Chrung Popel,Rumduol,Svay Rieng,Cambodia,2922.593,0,0,0,0,0,0
70702,707,7,KHM,Chum Kriel,Tuek Chhou,Kampot,Cambodia,9663.699,0,0,0,0,0,0
250402,2504,25,KHM,Chumnik,Krouch Chhmar,Tboung Khmum,Cambodia,6831.868,0,0,0,0,0,0
90703,907,9,KHM,Chumnoab,Thma Bang,Koh Kong,Cambodia,175.051,175.051,175.051,175.051,1,1,1
50503,505,5,KHM,Chumpu Proeks,Odongk,Kampong Speu,Cambodia,4348.625,0,0,0,0,0,0
70402,704,7,KHM,Chumpu Voan,Chum Kiri,Kampot,Cambodia,7430.583,0,1098.667,1098.667,0,0.147857442679801,0.147857442679801
210704,2107,21,KHM,Chumreah Pen,Samraong,Takeo,Cambodia,10774.418,0,0,0,0,0,0
70106,701,7,KHM,Daeum Doung,Angkor Chey,Kampot,Cambodia,2497.881,0,1778.837,1778.837,0,0.712138408515057,0.712138408515057
80106,801,8,KHM,Daeum Rues,Kandal Stueng,Kandal,Cambodia,8544.291,0,0,0,0,0,0
110301,1103,11,KHM,Dak Dam,Ou Reang,Mondul Kiri,Cambodia,633.793,0,0,0,0,0,0
171102,1711,17,KHM,Dam Daek,Soutr Nikom,Siemreap,Cambodia,13119.564,0,0,0,0,0,0
250502,2505,25,KHM,Dambae,Dambae,Tboung Khmum,Cambodia,10398.547,0,0,0,0,0,0
70104,701,7,KHM,Dambouk Khpos,Angkor Chey,Kampot,Cambodia,15629.877,0,2657.057,2657.057,0,0.169998586681136,0.169998586681136
50603,506,5,KHM,Dambouk Rung,Phnum Sruoch,Kampong Speu,Cambodia,8366.395,0,0,0,0,0,0
80804,808,8,KHM,Damnak Ampil,Angk Snuol,Kandal,Cambodia,8360.596,0,0,0,0,0,0
70603,706,7,KHM,Damnak Kantuot Khang Cheung,Kampong Trach,Kampot,Cambodia,3060.694,0,0,0,0,0,0
70604,706,7,KHM,Damnak Kantuot Khang Tboung,Kampong Trach,Kampot,Cambodia,5018.835,0,499.482,499.482,0,0.0995215025000822,0.0995215025000822
50513,505,5,KHM,Damnak Reang,Odongk,Kampong Speu,Cambodia,7090.837,0,0,0,0,0,0
70501,705,7,KHM,Damnak Sokram,Dang Tong,Kampot,Cambodia,5655.077,0,0,0,0,0,0
60301,603,6,KHM,Damrei Choan Khla,Stueng Saen,Kampong Thom,Cambodia,9322.972,0,0,0,0,0,0
100102,1001,10,KHM,Damrei Phong,Chhloung,Kratie,Cambodia,13605.133,0,0,0,0,0,0
141304,1413,14,KHM,Damrei Puon,Svay Antor,Prey Veng,Cambodia,7600.851,0,0,0,0,0,0
60202,602,6,KHM,Damrei Slab,Kampong Svay,Kampong Thom,Cambodia,4165.884,0,0,0,0,0,0
250303,2503,25,KHM,Damril,Ou Reang Ov,Tboung Khmum,Cambodia,8020.243,0,0,0,0,0,0
70105,701,7,KHM,Dan Koum,Angkor Chey,Kampot,Cambodia,3362.474,0,1449.582,1449.582,0,0.431105786988985,0.431105786988985
171103,1711,17,KHM,Dan Run,Soutr Nikom,Siemreap,Cambodia,11765.808,0,0,0,0,0,0
60602,606,6,KHM,Dang Kambet,Sandan,Kampong Thom,Cambodia,2088.95,0,0,0,0,0,0
31503,315,3,KHM,Dang Kdar,Stueng Trang,Kampong Cham,Cambodia,14276.383,0,0,0,0,0,0
90605,906,9,KHM,Dang Peaeng,Srae Ambel,Koh Kong,Cambodia,5500.892,83.812,208.039,208.039,0.0152360744402908,0.0378191391505232,0.0378191391505232
70502,705,7,KHM,Dang Tong,Dang Tong,Kampot,Cambodia,8848.93,0,0,0,0,0,0
90402,904,9,KHM,Dang Tong,Khemara Phoumin,Koh Kong,Cambodia,6845.84,0,0,0,0,0,0
120501,1205,12,KHM,Dangkao,Dangkao,Phnom Penh,Cambodia,46366.32,0,0,0,0,0,0
40402,404,4,KHM,Dar,Kampong Leaeng,Kampong Chhnang,Cambodia,6777.364,215.287,1550.992,1550.992,0.0317655950012424,0.228848856280997,0.228848856280997
100603,1006,10,KHM,Dar,Chetr Borei,Kratie,Cambodia,8895.139,0,0,0,0,0,0
250705,2507,25,KHM,Dar,Memot,Tboung Khmum,Cambodia,20623.074,0,0,0,0,0,0
70315,703,7,KHM,Dechou Akphivoadth,Chhuk,Kampot,Cambodia,2528.653,0,0,0,0,0,0
80203,802,8,KHM,Dei Edth,Kien Svay,Kandal,Cambodia,15953.586,0,0,0,0,0,0
81103,811,8,KHM,Doeum Mien,Ta Khmau,Kandal,Cambodia,15758.34,0,0,0,0,0,0
21305,213,2,KHM,Doun Ba,Koas Krala,Battambang,Cambodia,6312.868,0,0,0,0,0,0
170702,1707,17,KHM,Doun Kaev,Puok,Siemreap,Cambodia,13436.67,0,0,0,0,0,0
140202,1402,14,KHM,Doun Koeng,Kamchay Mear,Prey Veng,Cambodia,6330.074,0,0,0,0,0,0
170102,1701,17,KHM,Doun Peng,Angkor Chum,Siemreap,Cambodia,6841.637,0,0,0,0,0,0
200508,2005,20,KHM,Doun Sa,Svay Chrum,Svay Rieng,Cambodia,5341.284,0,0,0,0,0,0
70305,703,7,KHM,Doun Yay,Chhuk,Kampot,Cambodia,4902.021,0,0,0,0,0,0
60401,604,6,KHM,Doung,Prasat Ballangk,Kampong Thom,Cambodia,4628.995,0,0,0,0,0,0
200407,2004,20,KHM,Doung,Romeas Haek,Svay Rieng,Cambodia,10172.754,0,0,0,0,0,0
210203,2102,21,KHM,Doung,Bati,Takeo,Cambodia,9632.239,0,0,0,0,0,0
210303,2103,21,KHM,Doung Khpos,Borei Cholsar,Takeo,Cambodia,7131.416,0,0,0,0,0,0
250602,2506,25,KHM,Dountei,Ponhea Kraek,Tboung Khmum,Cambodia,10992.996,0,0,0,0,0,0
21303,213,2,KHM,Hab,Koas Krala,Battambang,Cambodia,6965.409,0,0,0,0,0,0
100103,1001,10,KHM,Han Chey,Chhloung,Kratie,Cambodia,5391.981,0,0,0,0,0,0
30602,306,3,KHM,Hanchey,Kampong Siem,Kampong Cham,Cambodia,3757.011,0,0,0,0,0,0
50401,504,5,KHM,Haong Samnam,Aoral,Kampong Speu,Cambodia,8124.958,0,0,0,0,0,0
160903,1609,16,KHM,Hat Pak,Veun Sai,Ratanak Kiri,Cambodia,1976.366,0,0,0,0,0,0
80502,805,8,KHM,K'am Samnar,Leuk Daek,Kandal,Cambodia,4136.847,0,0,0,0,0,0
160904,1609,16,KHM,Ka Choun,Veun Sai,Ratanak Kiri,Cambodia,2431.249,0,0,0,0,0,0
160502,1605,16,KHM,Ka Laeng,Lumphat,Ratanak Kiri,Cambodia,15318.914,0,0,0,0,0,0
160201,1602,16,KHM,Kachanh,Ban Lung,Ratanak Kiri,Cambodia,14383.732,0,3455.958,3455.958,0,0.2402685200197,0.2402685200197
230201,2302,23,KHM,Kaeb,Kaeb,Kep,Cambodia,7681.491,0,338.353,338.353,0,0.0440478287353328,0.0440478287353328
180304,1803,18,KHM,Kaev Phos,Stueng Hav,Preah Sihanouk,Cambodia,15330.059,0,532.343,532.343,0,0.0347254371297592,0.0347254371297592
170704,1707,17,KHM,Kaev Poar,Puok,Siemreap,Cambodia,6337.397,0,0,0,0,0,0
50702,507,5,KHM,Kahaeng,Samraong Tong,Kampong Speu,Cambodia,6709.052,0,0,0,0,0,0
50113,501,5,KHM,Kak,Basedth,Kampong Speu,Cambodia,4524.66,0,0,0,0,0,0
160301,1603,16,KHM,Kak,Bar Kaev,Ratanak Kiri,Cambodia,5842.575,0,0,0,0,0,0
250603,2506,25,KHM,Kak,Ponhea Kraek,Tboung Khmum,Cambodia,16169.28,0,0,0,0,0,0
120908,1209,12,KHM,Kakab Ti 1,Pur SenChey,Phnom Penh,Cambodia,45002.445,0,0,0,0,0,0
20607,206,2,KHM,Kakaoh,Moung Ruessei,Battambang,Cambodia,10753.639,0,0,0,0,0,0
60704,607,6,KHM,Kakaoh,Santuk,Kampong Thom,Cambodia,11231.703,133.496,133.496,133.496,0.0118856419191284,0.0118856419191284,0.0118856419191284
160604,1606,16,KHM,Kalai,Ou Chum,Ratanak Kiri,Cambodia,1852.896,0,0,0,0,0,0
121401,1214,12,KHM,Kamboul,Kamboul,Phnom Penh,Cambodia,10201.655,0,0,0,0,0,0
210403,2104,21,KHM,Kamnab,Kiri Vong,Takeo,Cambodia,2731.099,0,0,0,0,0,0
210404,2104,21,KHM,Kampeaeng,Kiri Vong,Takeo,Cambodia,5126.778,0,275.067,275.067,0,0.0536529960922825,0.0536529960922825
210605,2106,21,KHM,Kampeaeng,Prey Kabbas,Takeo,Cambodia,8240.958,0,0,0,0,0,0
180301,1803,18,KHM,Kampenh,Stueng Hav,Preah Sihanouk,Cambodia,1140.604,0,0,0,0,0,0
190101,1901,19,KHM,Kamphun,Sesan,Stung Treng,Cambodia,4018.601,0,0,0,0,0,0
250706,2507,25,KHM,Kampoan,Memot,Tboung Khmum,Cambodia,20246.492,0,0,0,0,0,0
200305,2003,20,KHM,Kampong Ampil,Rumduol,Svay Rieng,Cambodia,2658.025,0,0,0,0,0,0
70803,708,7,KHM,Kampong Bay,Kampot,Kampot,Cambodia,4730.252,0,0,0,0,0,0
200303,2003,20,KHM,Kampong Chak,Rumduol,Svay Rieng,Cambodia,3716.458,0,0,0,0,0,0
30502,305,3,KHM,Kampong Cham,Kampong Cham,Kampong Cham,Cambodia,11003.052,0,0,0,0,0,0
100402,1004,10,KHM,Kampong Cham,Sambour,Kratie,Cambodia,10421.954,0,0,0,0,0,0
80303,803,8,KHM,Kampong Chamlang,Khsach Kandal,Kandal,Cambodia,4717.108,0,0,0,0,0,0
200504,2005,20,KHM,Kampong Chamlang,Svay Chrum,Svay Rieng,Cambodia,7644.126,0,0,0,0,0,0
60804,608,6,KHM,Kampong Chen Cheung,Stoung,Kampong Thom,Cambodia,6350.697,0,0,0,0,0,0
60805,608,6,KHM,Kampong Chen Tboung,Stoung,Kampong Thom,Cambodia,8950.318,0,0,0,0,0,0
40302,403,4,KHM,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,Cambodia,16625.764,0,0,0,0,0,0
100104,1001,10,KHM,Kampong Damrei,Chhloung,Kratie,Cambodia,10867.614,0,0,0,0,0,0
40403,404,4,KHM,Kampong Hau,Kampong Leaeng,Kampong Chhnang,Cambodia,6973.696,0,0,0,0,0,0
70801,708,7,KHM,Kampong Kandal,Kampot,Kampot,Cambodia,10150.262,0,0,0,0,0,0
170403,1704,17,KHM,Kampong Kdei,Chi Kraeng,Siemreap,Cambodia,17736.496,0,0,0,0,0,0
171104,1711,17,KHM,Kampong Khleang,Soutr Nikom,Siemreap,Cambodia,9908.884,0,0,0,0,0,0
80403,804,8,KHM,Kampong Kong,Kaoh Thum,Kandal,Cambodia,10575,0,0,0,0,0,0
100303,1003,10,KHM,Kampong Kor,Prek Prasab,Kratie,Cambodia,4878.78,0,0,0,0,0,0
60203,602,6,KHM,Kampong Kou,Kampong Svay,Kampong Thom,Cambodia,6227.911,0,0,0,0,0,0
60306,603,6,KHM,Kampong Krabau,Stueng Saen,Kampong Thom,Cambodia,3562.943,0,0,0,0,0,0
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,2924.772,0,0,0,0,0,0
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,3532.096,0,0,0,0,0,0
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,12354.598,0,0,0,0,0,0
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,8810.537,0,0,0,0,0,0
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,10408.577,0,0,0,0,0,0
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,217.555,0,0,0,0,0,0
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,6810.839,0,0,0,0,0,0
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,2287.312,0,0,0,0,0,0
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,3022.075,0,0,0,0,0,0
80501,805,8,KHM,Kampong Phnum,Leuk Daek,Kandal,Cambodia,8856.963,0,0,0,0,0,0
140801,1408,14,KHM,Kampong Popil,Pea Reang,Prey Veng,Cambodia,11375.166,0,0,0,0,0,0
150306,1503,15,KHM,Kampong Pou,Krakor,Pursat,Cambodia,6696.055,0,0,0,0,0,0
130801,1308,13,KHM,Kampong Pranak,Preah Vihear,Preah Vihear,Cambodia,13592.205,0,0,0,0,0,0
140803,1408,14,KHM,Kampong Prang,Pea Reang,Prey Veng,Cambodia,7941.504,0,0,0,0,0,0
140602,1406,14,KHM,Kampong Prasat,Peam Chor,Prey Veng,Cambodia,4632.601,0,0,0,0,0,0
20805,208,2,KHM,Kampong Preah,Sangkae,Battambang,Cambodia,9938.441,0,0,0,0,0,0
40105,401,4,KHM,Kampong Preah Kokir,Baribour,Kampong Chhnang,Cambodia,1543.093,0,0,0,0,0,0
20806,208,2,KHM,Kampong Prieng,Sangkae,Battambang,Cambodia,8028.947,0,0,0,0,0,0
30801,308,3,KHM,Kampong Reab,Kaoh Soutin,Kampong Cham,Cambodia,4021.34,0,0,0,0,0,0
210606,2106,21,KHM,Kampong Reab,Prey Kabbas,Takeo,Cambodia,7583.188,0,0,0,0,0,0
60303,603,6,KHM,Kampong Roteh,Stueng Saen,Kampong Thom,Cambodia,3308.313,0,0,0,0,0,0
141109,1411,14,KHM,Kampong Ruessei,Pur Rieng,Prey Veng,Cambodia,5712.155,0,0,0,0,0,0
81106,811,8,KHM,Kampong Samnanh,Ta Khmau,Kandal,Cambodia,22372.166,0,0,0,0,0,0
70704,707,7,KHM,Kampong Samraong,Tuek Chhou,Kampot,Cambodia,1490.675,0,0,0,0,0,0
180402,1804,18,KHM,Kampong Seila,Kampong Seila,Preah Sihanouk,Cambodia,6490.669,0,264.302,264.302,0,0.0407203017131208,0.0407203017131208
140905,1409,14,KHM,Kampong Soeng,Preah Sdach,Prey Veng,Cambodia,9442.39,0,0,0,0,0,0
130207,1302,13,KHM,Kampong Sralau Muoy,Chhaeb,Preah Vihear,Cambodia,3347.589,0,0,0,0,0,0
130208,1302,13,KHM,Kampong Sralau Pir,Chhaeb,Preah Vihear,Cambodia,0,0,0,0,0,0,0
10602,106,1,KHM,Kampong Svay,Serei Saophoan,Banteay Meanchey,Cambodia,18285.781,0,5467.717,5467.717,0,0.299014682501119,0.299014682501119
60204,602,6,KHM,Kampong Svay,Kampong Svay,Kampong Thom,Cambodia,11119.847,0,0,0,0,0,0
80204,802,8,KHM,Kampong Svay,Kien Svay,Kandal,Cambodia,15601.4,0,0,0,0,0,0
170602,1706,17,KHM,Kampong Thkov,Kralanh,Siemreap,Cambodia,7386.732,0,0,0,0,0,0
60703,607,6,KHM,Kampong Thma,Santuk,Kampong Thom,Cambodia,10211.307,0,0,0,0,0,0
60302,603,6,KHM,Kampong Thum,Stueng Saen,Kampong Thom,Cambodia,5189.938,0,0,0,0,0,0
140307,1403,14,KHM,Kampong Trabaek,Kampong Trabaek,Prey Veng,Cambodia,8886.027,0,0,0,0,0,0
200408,2004,20,KHM,Kampong Trach,Romeas Haek,Svay Rieng,Cambodia,9773.8,0,0,0,0,0,0
70605,706,7,KHM,Kampong Trach Khang Kaeut,Kampong Trach,Kampot,Cambodia,9014.117,0,102.013,102.013,0,0.0113170263931564,0.0113170263931564
70606,706,7,KHM,Kampong Trach Khang Lech,Kampong Trach,Kampot,Cambodia,4903.513,0,0,0,0,0,0
40504,405,4,KHM,Kampong Tralach,Kampong Tralach,Kampong Chhnang,Cambodia,5901.953,0,0,0,0,0,0
250403,2504,25,KHM,Kampong Treas,Krouch Chhmar,Tboung Khmum,Cambodia,5481.865,0,0,0,0,0,0
21201,212,2,KHM,Kamrieng,Kamrieng,Battambang,Cambodia,25810.42,0,3913.036,3913.036,0,0.151606831659462,0.151606831659462
170906,1709,17,KHM,Kandaek,Prasat Bakong,Siemreap,Cambodia,22018.41,0,0,0,0,0,0
80107,801,8,KHM,Kandaok,Kandal Stueng,Kandal,Cambodia,8115.728,0,0,0,0,0,0
70705,707,7,KHM,Kandaol,Tuek Chhou,Kampot,Cambodia,16580.543,0,0,0,0,0,0
90102,901,9,KHM,Kandaol,Botum Sakor,Koh Kong,Cambodia,5458.802,0,0,0,0,0,0
250604,2506,25,KHM,Kandaol Chrum,Ponhea Kraek,Tboung Khmum,Cambodia,15159.007,0,0,0,0,0,0
50202,502,5,KHM,Kandaol Dom,Chbar Mon,Kampong Speu,Cambodia,5975.977,0,0,0,0,0,0
150203,1502,15,KHM,Kandieng,Kandieng,Pursat,Cambodia,5450.75,0,0,0,0,0,0
200703,2007,20,KHM,Kandieng Reay,Svay Teab,Svay Rieng,Cambodia,6070.692,0,0,0,0,0,0
210204,2102,21,KHM,Kandoeng,Bati,Takeo,Cambodia,7886.206,0,0,0,0,0,0
190503,1905,19,KHM,Kang Cham,Thala Barivat,Stung Treng,Cambodia,4163.248,0,0,0,0,0,0
30702,307,3,KHM,Kang Ta Noeng,Kang Meas,Kampong Cham,Cambodia,6812.513,0,0,0,0,0,0
140802,1408,14,KHM,Kanhcham,Pea Reang,Prey Veng,Cambodia,9612.679,0,0,0,0,0,0
100105,1001,10,KHM,Kanhchor,Chhloung,Kratie,Cambodia,9062.883,0,0,0,0,0,0
150204,1502,15,KHM,Kanhchor,Kandieng,Pursat,Cambodia,8479.128,0,0,0,0,0,0
140402,1404,14,KHM,Kanhchriech,Kanhchriech,Prey Veng,Cambodia,4742.637,0,0,0,0,0,0
140305,1403,14,KHM,Kansoam Ak,Kampong Trabaek,Prey Veng,Cambodia,7972.519,0,0,0,0,0,0
121402,1214,12,KHM,Kantaok,Kamboul,Phnom Penh,Cambodia,17542.926,0,0,0,0,0,0
170905,1709,17,KHM,Kantreang,Prasat Bakong,Siemreap,Cambodia,9653.215,0,0,0,0,0,0
20101,201,2,KHM,Kantueu Muoy,Banan,Battambang,Cambodia,8687.016,0,0,0,0,0,0
20102,201,2,KHM,Kantueu Pir,Banan,Battambang,Cambodia,5051.229,0,0,0,0,0,0
100604,1006,10,KHM,Kantuot,Chetr Borei,Kratie,Cambodia,7447.628,0,0,0,0,0,0
130306,1303,13,KHM,Kantuot,Choam Ksant,Preah Vihear,Cambodia,14160.893,0,0,0,0,0,0
171302,1713,17,KHM,Kantuot,Svay Leu,Siemreap,Cambodia,7459.005,0,0,0,0,0,0
31404,314,3,KHM,Kaoh Andaet,Srei Santhor,Kampong Cham,Cambodia,2584.598,0,0,0,0,0,0
81002,810,8,KHM,Kaoh Anlong Chen,S'ang,Kandal,Cambodia,4332.826,0,0,0,0,0,0
140603,1406,14,KHM,Kaoh Chek,Peam Chor,Prey Veng,Cambodia,5593.311,0,0,0,0,0,0
80905,809,8,KHM,Kaoh Chen,Ponhea Lueu,Kandal,Cambodia,8755.887,0,0,0,0,0,0
20507,205,2,KHM,Kaoh Chiveang,Aek Phnum,Battambang,Cambodia,0,0,0,0,0,0,0
