ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,RP5_pop_WPOP20_exp,RP10_pop_WPOP20_exp,RP20_pop_WPOP20_exp,RP50_pop_WPOP20_exp,RP75_pop_WPOP20_exp,RP100_pop_WPOP20_exp,RP200_pop_WPOP20_exp,RP250_pop_WPOP20_exp,RP500_pop_WPOP20_exp,RP1000_pop_WPOP20_exp,RP5_pop_WPOP20_imp,RP10_pop_WPOP20_imp,RP20_pop_WPOP20_imp,RP50_pop_WPOP20_imp,RP75_pop_WPOP20_imp,RP100_pop_WPOP20_imp,RP200_pop_WPOP20_imp,RP250_pop_WPOP20_imp,RP500_pop_WPOP20_imp,RP1000_pop_WPOP20_imp,RP5_EAI,RP10_EAI,RP20_EAI,RP50_EAI,RP75_EAI,RP100_EAI,RP200_EAI,RP250_EAI,RP500_EAI,RP1000_EAI,pop_WPOP20_EAI,pop_WPOP20_EAI%
50113,501,5,KHM,Kak,Basedth,Kampong Speu,Cambodia,4524.66,290.845,290.845,290.845,290.845,290.845,290.845,290.845,290.845,290.845,331.002,0.604,0.704,0.762,0.824,0.849,0.866,0.905,0.917,0.954,1.068,0.121,0.07,0.038,0.025,0.006,0.003,0.005,0.001,0.002,0.001,0.271,0.006
160301,1603,16,KHM,Kak,Bar Kaev,Ratanak Kiri,Cambodia,5842.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250603,2506,25,KHM,Kak,Ponhea Kraek,Tboung Khmum,Cambodia,16169.28,114.869,276.795,417.943,447.663,604.049,604.049,2097.795,2832.793,3264.626,3862.024,1.089,1.72,2.227,2.575,3.008,3.104,6.939,8.935,11.366,14.383,0.218,0.172,0.111,0.077,0.02,0.01,0.035,0.009,0.023,0.014,0.69,0.004
120908,1209,12,KHM,Kakab Ti 1,Pur SenChey,Phnom Penh,Cambodia,45002.445,0.0,0.0,0.0,216.314,12724.442,15431.828,19926.902,21271.787,23081.312,25123.764,0.0,0.0,0.0,0.42,30.545,44.437,80.924,96.247,149.054,220.019,0.0,0.0,0.0,0.013,0.204,0.148,0.405,0.096,0.298,0.22,1.383,0.003
20607,206,2,KHM,Kakaoh,Moung Ruessei,Battambang,Cambodia,10753.639,0.0,0.0,159.599,637.79,894.274,1348.029,3126.043,3462.567,4130.691,4462.943,0.0,0.0,0.361,1.604,2.39,3.706,8.748,9.958,13.012,15.514,0.0,0.0,0.018,0.048,0.016,0.012,0.044,0.01,0.026,0.016,0.19,0.002
60704,607,6,KHM,Kakaoh,Santuk,Kampong Thom,Cambodia,11231.703,1670.508,1670.508,2220.342,2312.775,2312.775,2459.447,2459.447,2459.447,2548.988,2548.988,4.666,5.079,9.51,15.244,17.914,20.476,26.879,29.37,38.44,48.866,0.933,0.508,0.475,0.457,0.119,0.068,0.134,0.029,0.077,0.049,2.851,0.025
160604,1606,16,KHM,Kalai,Ou Chum,Ratanak Kiri,Cambodia,1852.896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121401,1214,12,KHM,Kamboul,Kamboul,Phnom Penh,Cambodia,10201.655,0.0,0.0,0.0,0.0,18.848,18.848,54.339,54.339,74.262,144.239,0.0,0.0,0.0,0.0,0.038,0.042,0.122,0.128,0.189,0.364,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.002,0.0
210403,2104,21,KHM,Kamnab,Kiri Vong,Takeo,Cambodia,2731.099,0.0,0.0,0.0,0.0,0.0,0.0,314.427,2038.591,2731.099,2731.099,0.0,0.0,0.0,0.0,0.0,0.0,0.706,5.276,18.417,26.605,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.005,0.037,0.027,0.072,0.003
210404,2104,21,KHM,Kampeaeng,Kiri Vong,Takeo,Cambodia,5126.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210605,2106,21,KHM,Kampeaeng,Prey Kabbas,Takeo,Cambodia,8240.958,0.0,0.0,0.0,56.018,56.018,56.018,174.993,174.993,174.993,357.8,0.0,0.0,0.0,0.119,0.138,0.157,0.453,0.491,0.625,3.104,0.0,0.0,0.0,0.004,0.001,0.001,0.002,0.0,0.001,0.003,0.012,0.0
180301,1803,18,KHM,Kampenh,Stueng Hav,Preah Sihanouk,Cambodia,1140.604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190101,1901,19,KHM,Kamphun,Sesan,Stung Treng,Cambodia,4018.601,2575.022,2656.14,2656.14,2656.14,2656.14,2656.14,2656.14,2656.14,2656.14,2656.14,108.261,332.393,693.744,1248.414,1479.074,1627.798,1926.587,2007.954,2210.65,2354.224,21.652,33.239,34.687,37.452,9.86,5.426,9.633,2.008,4.421,2.354,160.734,4.0
250706,2507,25,KHM,Kampoan,Memot,Tboung Khmum,Cambodia,20246.492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200305,2003,20,KHM,Kampong Ampil,Rumduol,Svay Rieng,Cambodia,2658.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70803,708,7,KHM,Kampong Bay,Kampot,Kampot,Cambodia,4730.252,0.0,93.923,2747.812,3798.077,3954.515,4049.924,4049.924,4049.924,4049.924,4049.924,0.0,0.183,6.32,14.969,24.682,35.695,85.98,111.287,226.496,400.031,0.0,0.018,0.316,0.449,0.165,0.119,0.43,0.111,0.453,0.4,2.461,0.052
200303,2003,20,KHM,Kampong Chak,Rumduol,Svay Rieng,Cambodia,3716.458,961.366,1388.828,1585.838,1585.838,1860.909,1860.909,1948.529,1948.529,2054.877,2121.164,2.481,3.763,4.548,5.148,5.921,6.104,6.693,6.822,7.414,7.936,0.496,0.376,0.227,0.154,0.039,0.02,0.033,0.007,0.015,0.008,1.377,0.037
30502,305,3,KHM,Kampong Cham,Kampong Cham,Kampong Cham,Cambodia,11003.052,979.673,1493.574,2954.621,5341.008,6263.442,7054.359,7841.734,7841.734,7951.318,8263.496,40.366,123.533,234.397,361.205,424.368,496.121,661.849,714.45,886.258,1094.322,8.073,12.353,11.72,10.836,2.829,1.654,3.309,0.714,1.773,1.094,54.356,0.494
100402,1004,10,KHM,Kampong Cham,Sambour,Kratie,Cambodia,10421.954,3420.33,7058.451,9088.415,10181.356,10181.356,10181.356,10181.356,10181.356,10181.356,10181.356,1094.429,1651.489,2048.437,2405.375,2557.708,2680.613,3077.221,3248.972,3957.152,4938.075,218.886,165.149,102.422,72.161,17.051,8.935,15.386,3.249,7.914,4.938,616.092,5.911
80303,803,8,KHM,Kampong Chamlang,Khsach Kandal,Kandal,Cambodia,4717.108,0.0,0.0,0.0,0.0,0.0,0.0,362.585,751.914,1087.106,1750.551,0.0,0.0,0.0,0.0,0.0,0.0,3.084,11.094,16.294,23.038,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.011,0.033,0.023,0.082,0.002
200504,2005,20,KHM,Kampong Chamlang,Svay Chrum,Svay Rieng,Cambodia,7644.126,0.0,0.0,0.0,158.578,158.578,158.578,158.578,158.578,158.578,158.578,0.0,0.0,0.0,0.984,1.221,1.386,1.753,1.874,4.256,6.033,0.0,0.0,0.0,0.03,0.008,0.005,0.009,0.002,0.009,0.006,0.067,0.001
60804,608,6,KHM,Kampong Chen Cheung,Stoung,Kampong Thom,Cambodia,6350.697,1251.425,1493.18,1855.849,3948.919,4445.954,4752.044,5319.937,5484.602,5763.476,6015.957,3.354,5.593,7.386,13.261,15.161,16.472,19.423,20.412,23.267,26.344,0.671,0.559,0.369,0.398,0.101,0.055,0.097,0.02,0.047,0.026,2.344,0.037
60805,608,6,KHM,Kampong Chen Tboung,Stoung,Kampong Thom,Cambodia,8950.318,726.273,1060.325,2147.737,3733.137,4083.9,4223.499,4757.144,4801.718,5184.728,5404.816,1.651,2.625,5.163,9.29,10.487,11.129,13.083,13.484,15.257,16.851,0.33,0.262,0.258,0.279,0.07,0.037,0.065,0.013,0.031,0.017,1.363,0.015
40302,403,4,KHM,Kampong Chhnang,Kampong Chhnang,Kampong Chhnang,Cambodia,16625.764,0.0,802.123,1243.473,2381.213,2473.354,2620.033,2781.485,2781.485,2993.592,3283.793,0.0,3.903,35.708,129.154,167.863,196.679,268.068,291.088,363.424,452.088,0.0,0.39,1.785,3.875,1.119,0.656,1.34,0.291,0.727,0.452,10.635,0.064
100104,1001,10,KHM,Kampong Damrei,Chhloung,Kratie,Cambodia,10867.614,320.853,578.341,1106.633,1106.633,1106.633,1106.633,1106.633,1106.633,1361.86,1614.56,0.709,5.703,16.045,46.872,74.536,103.305,208.091,250.511,388.112,494.273,0.142,0.57,0.802,1.406,0.497,0.344,1.04,0.251,0.776,0.494,6.323,0.058
40403,404,4,KHM,Kampong Hau,Kampong Leaeng,Kampong Chhnang,Cambodia,6973.696,0.0,1409.977,2968.523,4161.478,4161.478,4161.478,4330.825,4392.099,4502.626,4706.924,0.0,5.683,42.491,119.733,157.858,186.502,261.269,286.638,374.256,659.675,0.0,0.568,2.125,3.592,1.052,0.622,1.306,0.287,0.749,0.66,10.96,0.157
70801,708,7,KHM,Kampong Kandal,Kampot,Kampot,Cambodia,10150.262,0.0,0.0,299.924,4659.456,5782.714,6418.543,8477.24,9022.85,9328.596,9398.354,0.0,0.0,0.582,15.267,29.857,46.288,125.753,166.115,347.508,622.865,0.0,0.0,0.029,0.458,0.199,0.154,0.629,0.166,0.695,0.623,2.953,0.029
170403,1704,17,KHM,Kampong Kdei,Chi Kraeng,Siemreap,Cambodia,17736.496,0.0,331.427,1437.497,1759.569,1759.569,2403.383,5019.369,5461.878,5932.543,6366.576,0.0,0.724,3.145,4.343,4.606,6.048,11.867,13.082,15.306,17.592,0.0,0.072,0.157,0.13,0.031,0.02,0.059,0.013,0.031,0.018,0.531,0.003
171104,1711,17,KHM,Kampong Khleang,Soutr Nikom,Siemreap,Cambodia,9908.884,0.0,7387.801,9908.884,9908.884,9908.884,9908.884,9908.884,9908.884,9908.884,9908.884,0.0,16.945,50.285,339.986,719.928,1039.832,1271.134,1326.067,1527.684,1768.564,0.0,1.694,2.514,10.2,4.8,3.466,6.356,1.326,3.055,1.769,35.18,0.355
80403,804,8,KHM,Kampong Kong,Kaoh Thum,Kandal,Cambodia,10575.0,0.0,0.0,0.0,0.0,0.0,1529.606,2856.683,2856.683,3870.551,4409.774,0.0,0.0,0.0,0.0,0.0,3.453,10.995,12.384,18.925,26.067,0.0,0.0,0.0,0.0,0.0,0.012,0.055,0.012,0.038,0.026,0.143,0.001
100303,1003,10,KHM,Kampong Kor,Prek Prasab,Kratie,Cambodia,4878.78,2450.546,3032.208,3032.208,3973.651,3973.651,3973.651,3973.651,3973.651,4386.813,4386.813,200.314,295.242,396.436,568.373,648.004,706.525,855.366,907.248,1078.719,1262.915,40.063,29.524,19.822,17.051,4.32,2.355,4.277,0.907,2.157,1.263,121.739,2.495
60203,602,6,KHM,Kampong Kou,Kampong Svay,Kampong Thom,Cambodia,6227.911,0.0,0.0,0.0,2419.713,3854.399,4110.375,4439.856,4439.856,4717.693,5015.722,0.0,0.0,0.0,4.986,8.338,9.427,11.877,12.426,14.609,17.007,0.0,0.0,0.0,0.15,0.056,0.031,0.059,0.012,0.029,0.017,0.355,0.006
60306,603,6,KHM,Kampong Krabau,Stueng Saen,Kampong Thom,Cambodia,3562.943,0.0,356.136,2509.991,2576.773,2592.075,2592.075,2633.677,2633.677,2633.677,2650.3,0.0,0.94,19.815,24.532,26.588,28.215,32.927,34.593,40.41,47.299,0.0,0.094,0.991,0.736,0.177,0.094,0.165,0.035,0.081,0.047,2.419,0.068
70703,707,7,KHM,Kampong Kraeng,Tuek Chhou,Kampot,Cambodia,2924.772,481.131,678.321,947.874,1171.922,1641.745,1899.188,2177.229,2247.89,2305.732,2406.482,1.213,1.997,3.331,7.129,11.338,15.261,29.434,36.128,67.164,119.434,0.243,0.2,0.167,0.214,0.076,0.051,0.147,0.036,0.134,0.119,1.386,0.047
210304,2103,21,KHM,Kampong Krasang,Borei Cholsar,Takeo,Cambodia,3532.096,0.0,0.0,0.0,3267.381,3396.937,3532.096,3532.096,3532.096,3532.096,3532.096,0.0,0.0,0.0,10.481,14.901,20.054,57.283,76.698,160.36,233.129,0.0,0.0,0.0,0.314,0.099,0.067,0.286,0.077,0.321,0.233,1.398,0.04
141003,1410,14,KHM,Kampong Leav,Prey Veng,Prey Veng,Cambodia,12354.598,0.0,0.0,302.15,1610.909,2903.993,4284.004,7456.834,8155.466,9035.848,10059.07,0.0,0.0,0.774,11.019,22.412,33.277,66.719,79.859,127.853,201.783,0.0,0.0,0.039,0.331,0.149,0.111,0.334,0.08,0.256,0.202,1.501,0.012
20902,209,2,KHM,Kampong Lpov,Samlout,Battambang,Cambodia,8810.537,660.409,660.409,660.409,1521.505,1521.505,1521.505,1521.505,1521.505,2174.597,2174.597,2.907,4.797,7.995,18.838,25.995,32.65,56.756,67.8,118.579,200.98,0.581,0.48,0.4,0.565,0.173,0.109,0.284,0.068,0.237,0.201,3.098,0.035
80903,809,8,KHM,Kampong Luong,Ponhea Lueu,Kandal,Cambodia,10408.577,2984.113,3413.827,3744.183,8880.865,9195.283,9412.594,9493.87,9508.577,9554.369,9599.749,12.948,14.548,16.312,143.257,299.481,443.256,789.781,907.649,1253.242,1695.536,2.59,1.455,0.816,4.298,1.997,1.478,3.949,0.908,2.506,1.696,21.69,0.208
150305,1503,15,KHM,Kampong Luong,Krakor,Pursat,Cambodia,217.555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80904,809,8,KHM,Kampong Os,Ponhea Lueu,Kandal,Cambodia,6810.839,45.905,90.599,3548.921,6610.531,6746.133,6746.133,6746.133,6746.133,6746.133,6746.133,0.119,0.212,22.159,124.197,219.472,313.841,604.694,711.863,1017.578,1394.307,0.024,0.021,1.108,3.726,1.463,1.046,3.023,0.712,2.035,1.394,14.553,0.214
40203,402,4,KHM,Kampong Ous,Chol Kiri,Kampong Chhnang,Cambodia,2287.312,519.73,630.005,755.008,1253.942,1404.547,1442.003,1516.289,1703.636,1909.056,1976.78,1.778,2.027,3.143,8.705,11.283,13.015,18.09,25.612,51.45,113.676,0.356,0.203,0.157,0.261,0.075,0.043,0.09,0.026,0.103,0.114,1.428,0.062
170904,1709,17,KHM,Kampong Phluk,Prasat Bakong,Siemreap,Cambodia,3022.075,0.0,429.167,919.13,1235.986,1321.291,1480.398,1480.398,1480.398,1480.398,1480.398,0.0,0.862,1.958,2.842,3.114,3.489,3.667,3.722,4.142,4.578,0.0,0.086,0.098,0.085,0.021,0.012,0.018,0.004,0.008,0.005,0.337,0.011
80501,805,8,KHM,Kampong Phnum,Leuk Daek,Kandal,Cambodia,8856.963,0.0,0.0,0.0,0.0,0.0,519.237,725.266,813.654,1001.641,1160.241,0.0,0.0,0.0,0.0,0.0,1.737,3.19,3.77,5.524,7.847,0.0,0.0,0.0,0.0,0.0,0.006,0.016,0.004,0.011,0.008,0.044,0.001
140801,1408,14,KHM,Kampong Popil,Pea Reang,Prey Veng,Cambodia,11375.166,0.0,0.0,0.0,0.0,0.0,527.85,4587.135,5011.658,6308.22,7078.303,0.0,0.0,0.0,0.0,0.0,1.185,22.208,26.222,39.184,54.015,0.0,0.0,0.0,0.0,0.0,0.004,0.111,0.026,0.078,0.054,0.274,0.002
150306,1503,15,KHM,Kampong Pou,Krakor,Pursat,Cambodia,6696.055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130801,1308,13,KHM,Kampong Pranak,Preah Vihear,Preah Vihear,Cambodia,13592.205,1984.074,2759.027,3490.731,4318.656,4853.2,5118.978,5776.335,5970.403,6647.865,7366.624,10.987,22.341,41.887,90.936,134.998,176.161,324.707,392.498,681.781,1121.718,2.197,2.234,2.094,2.728,0.9,0.587,1.624,0.392,1.364,1.122,15.243,0.112
140803,1408,14,KHM,Kampong Prang,Pea Reang,Prey Veng,Cambodia,7941.504,0.0,0.0,0.0,0.0,0.0,0.0,8.166,8.166,19.059,101.698,0.0,0.0,0.0,0.0,0.0,0.0,0.019,0.023,0.062,0.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0
140602,1406,14,KHM,Kampong Prasat,Peam Chor,Prey Veng,Cambodia,4632.601,0.0,0.0,51.507,2857.205,4335.996,4535.826,4632.601,4632.601,4632.601,4632.601,0.0,0.0,0.239,26.307,44.502,58.408,94.848,107.732,150.325,197.877,0.0,0.0,0.012,0.789,0.297,0.195,0.474,0.108,0.301,0.198,2.373,0.051
20805,208,2,KHM,Kampong Preah,Sangkae,Battambang,Cambodia,9938.441,63.097,63.097,63.097,852.766,1337.567,1626.57,2980.124,3307.292,5409.739,7100.715,0.13,0.131,0.132,1.651,2.629,3.235,6.084,6.862,11.631,16.268,0.026,0.013,0.007,0.05,0.018,0.011,0.03,0.007,0.023,0.016,0.2,0.002
40105,401,4,KHM,Kampong Preah Kokir,Baribour,Kampong Chhnang,Cambodia,1543.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20806,208,2,KHM,Kampong Prieng,Sangkae,Battambang,Cambodia,8028.947,891.077,1413.246,1443.858,4636.096,5570.858,6212.937,6765.442,6902.624,7145.298,7349.382,2.311,3.784,4.066,13.72,18.287,21.343,27.34,29.35,35.213,41.583,0.462,0.378,0.203,0.412,0.122,0.071,0.137,0.029,0.07,0.042,1.927,0.024
30801,308,3,KHM,Kampong Reab,Kaoh Soutin,Kampong Cham,Cambodia,4021.34,0.0,10.617,592.953,623.164,635.902,765.592,800.499,800.499,929.659,1234.045,0.0,0.065,4.544,5.883,6.593,7.815,12.866,15.144,24.833,40.176,0.0,0.007,0.227,0.177,0.044,0.026,0.064,0.015,0.05,0.04,0.65,0.016
210606,2106,21,KHM,Kampong Reab,Prey Kabbas,Takeo,Cambodia,7583.188,0.0,0.0,0.0,125.168,821.036,1191.572,1609.834,2004.949,5327.664,5708.994,0.0,0.0,0.0,0.453,2.021,3.122,5.138,6.336,29.933,63.551,0.0,0.0,0.0,0.014,0.013,0.01,0.026,0.006,0.06,0.064,0.193,0.003
60303,603,6,KHM,Kampong Roteh,Stueng Saen,Kampong Thom,Cambodia,3308.313,0.0,0.0,2036.568,2196.747,2284.21,2301.114,2382.139,2382.139,2454.41,2472.32,0.0,0.0,6.061,9.706,11.283,12.4,15.487,16.52,20.194,24.298,0.0,0.0,0.303,0.291,0.075,0.041,0.077,0.017,0.04,0.024,0.869,0.026
141109,1411,14,KHM,Kampong Ruessei,Pur Rieng,Prey Veng,Cambodia,5712.155,0.0,0.0,0.0,1255.775,1452.838,1696.848,1958.764,2047.403,2250.277,2638.688,0.0,0.0,0.0,7.496,13.787,19.171,35.253,41.888,69.47,115.654,0.0,0.0,0.0,0.225,0.092,0.064,0.176,0.042,0.139,0.116,0.853,0.015
81106,811,8,KHM,Kampong Samnanh,Ta Khmau,Kandal,Cambodia,22372.166,0.0,0.0,0.0,0.0,0.0,0.0,15546.975,16349.298,17837.668,18918.926,0.0,0.0,0.0,0.0,0.0,0.0,143.209,179.926,277.174,377.071,0.0,0.0,0.0,0.0,0.0,0.0,0.716,0.18,0.554,0.377,1.827,0.008
70704,707,7,KHM,Kampong Samraong,Tuek Chhou,Kampot,Cambodia,1490.675,0.0,0.0,0.0,343.487,343.487,343.487,639.987,974.143,974.143,974.143,0.0,0.0,0.0,0.723,0.805,0.926,2.303,3.499,6.28,11.751,0.0,0.0,0.0,0.022,0.005,0.003,0.012,0.003,0.013,0.012,0.069,0.005
180402,1804,18,KHM,Kampong Seila,Kampong Seila,Preah Sihanouk,Cambodia,6490.669,523.997,750.512,974.15,1261.836,1359.703,1498.279,1610.198,1611.636,1743.312,1878.983,2.341,3.69,5.952,10.621,13.548,16.342,26.354,31.523,58.25,105.875,0.468,0.369,0.298,0.319,0.09,0.054,0.132,0.032,0.117,0.106,1.984,0.031
140905,1409,14,KHM,Kampong Soeng,Preah Sdach,Prey Veng,Cambodia,9442.39,0.0,0.0,48.524,956.872,3755.266,4312.601,5575.75,5952.979,6449.884,6758.193,0.0,0.0,0.098,3.308,14.391,19.612,36.372,41.297,61.798,94.535,0.0,0.0,0.005,0.099,0.096,0.065,0.182,0.041,0.124,0.095,0.707,0.007
130207,1302,13,KHM,Kampong Sralau Muoy,Chhaeb,Preah Vihear,Cambodia,3347.589,274.519,946.777,1898.045,3227.211,3227.211,3227.211,3227.211,3227.211,3227.211,3227.211,1.168,3.791,9.254,21.282,27.91,34.464,71.523,93.052,220.483,521.93,0.234,0.379,0.463,0.638,0.186,0.115,0.358,0.093,0.441,0.522,3.428,0.102
130208,1302,13,KHM,Kampong Sralau Pir,Chhaeb,Preah Vihear,Cambodia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10602,106,1,KHM,Kampong Svay,Serei Saophoan,Banteay Meanchey,Cambodia,18285.781,0.0,1908.788,2421.897,2783.945,2886.076,2912.227,3507.425,3677.724,4291.498,4632.001,0.0,7.55,11.266,16.526,19.721,22.071,29.361,31.876,40.667,50.56,0.0,0.755,0.563,0.496,0.131,0.074,0.147,0.032,0.081,0.051,2.33,0.013
60204,602,6,KHM,Kampong Svay,Kampong Svay,Kampong Thom,Cambodia,11119.847,0.0,5004.678,7436.428,8334.577,8856.705,9197.027,9711.795,9813.277,10099.691,10288.127,0.0,15.528,30.932,51.23,62.744,72.174,99.803,110.298,149.332,200.284,0.0,1.553,1.547,1.537,0.418,0.241,0.499,0.11,0.299,0.2,6.404,0.058
80204,802,8,KHM,Kampong Svay,Kien Svay,Kandal,Cambodia,15601.4,0.0,0.0,0.0,550.68,550.68,550.68,970.646,970.646,970.646,970.646,0.0,0.0,0.0,1.185,1.462,1.603,2.834,3.005,3.396,8.744,0.0,0.0,0.0,0.036,0.01,0.005,0.014,0.003,0.007,0.009,0.083,0.001
170602,1706,17,KHM,Kampong Thkov,Kralanh,Siemreap,Cambodia,7386.732,1235.703,1271.316,2140.476,2442.884,2603.162,2699.654,3123.513,3187.208,4053.839,4617.573,5.408,5.611,7.632,9.232,10.407,11.385,14.388,15.198,19.016,22.641,1.082,0.561,0.382,0.277,0.069,0.038,0.072,0.015,0.038,0.023,2.556,0.035
60703,607,6,KHM,Kampong Thma,Santuk,Kampong Thom,Cambodia,10211.307,0.0,788.522,3274.515,6306.867,6639.985,6750.573,8125.998,8305.045,8656.061,8870.495,0.0,2.478,12.452,34.942,45.441,53.342,79.221,88.327,119.648,154.388,0.0,0.248,0.623,1.048,0.303,0.178,0.396,0.088,0.239,0.154,3.277,0.032
60302,603,6,KHM,Kampong Thum,Stueng Saen,Kampong Thom,Cambodia,5189.938,0.0,0.0,3888.4,4026.65,4049.125,4077.379,4090.09,4113.678,4141.873,4141.873,0.0,0.0,12.803,20.94,24.233,26.758,33.372,35.729,43.61,52.456,0.0,0.0,0.64,0.628,0.162,0.089,0.167,0.036,0.087,0.052,1.861,0.036
140307,1403,14,KHM,Kampong Trabaek,Kampong Trabaek,Prey Veng,Cambodia,8886.027,0.0,631.165,2589.357,6086.007,6305.199,6387.872,7180.941,7545.338,7758.434,7837.042,0.0,1.318,6.799,16.869,18.23,18.954,23.855,26.667,35.969,45.392,0.0,0.132,0.34,0.506,0.122,0.063,0.119,0.027,0.072,0.045,1.426,0.016
200408,2004,20,KHM,Kampong Trach,Romeas Haek,Svay Rieng,Cambodia,9773.8,78.144,684.801,960.68,1265.107,1360.087,1464.741,1775.822,1843.418,2079.15,2328.306,0.268,3.533,7.465,15.627,20.918,25.362,39.012,44.28,63.921,88.607,0.054,0.353,0.373,0.469,0.139,0.085,0.195,0.044,0.128,0.089,1.929,0.02
70605,706,7,KHM,Kampong Trach Khang Kaeut,Kampong Trach,Kampot,Cambodia,9014.117,520.548,1051.884,1574.533,1777.394,1777.394,1855.573,2020.435,2132.127,2512.818,2773.302,1.366,2.862,4.132,4.921,5.116,5.697,7.216,7.9,10.345,12.936,0.273,0.286,0.207,0.148,0.034,0.019,0.036,0.008,0.021,0.013,1.044,0.012
70606,706,7,KHM,Kampong Trach Khang Lech,Kampong Trach,Kampot,Cambodia,4903.513,118.326,169.648,169.648,229.628,240.688,240.688,282.491,310.329,339.572,378.036,0.262,0.388,0.42,0.57,0.613,0.629,0.781,0.867,1.044,1.259,0.052,0.039,0.021,0.017,0.004,0.002,0.004,0.001,0.002,0.001,0.144,0.003
40504,405,4,KHM,Kampong Tralach,Kampong Tralach,Kampong Chhnang,Cambodia,5901.953,0.0,0.0,0.0,0.0,0.0,0.0,2478.861,2651.321,2696.04,2784.43,0.0,0.0,0.0,0.0,0.0,0.0,18.678,104.762,170.239,237.037,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.105,0.34,0.237,0.776,0.013
250403,2504,25,KHM,Kampong Treas,Krouch Chhmar,Tboung Khmum,Cambodia,5481.865,336.58,678.265,1373.413,2331.326,3517.443,3931.4,4225.226,4273.844,4582.958,4644.838,43.668,89.14,130.263,171.503,197.028,224.265,291.53,313.988,391.36,499.818,8.734,8.914,6.513,5.145,1.314,0.748,1.458,0.314,0.783,0.5,34.421,0.628
21201,212,2,KHM,Kamrieng,Kamrieng,Battambang,Cambodia,25810.42,1805.136,1999.185,2190.521,2190.521,2388.389,2388.389,2877.948,3071.748,3286.791,3779.083,6.401,11.778,16.145,22.2,25.996,28.841,38.737,42.706,58.637,86.328,1.28,1.178,0.807,0.666,0.173,0.096,0.194,0.043,0.117,0.086,4.641,0.018
170906,1709,17,KHM,Kandaek,Prasat Bakong,Siemreap,Cambodia,22018.41,192.141,325.026,430.966,522.506,632.495,953.2,3258.545,3698.75,6112.249,8993.499,0.432,0.729,0.976,1.22,1.471,2.124,6.975,8.002,13.216,19.417,0.086,0.073,0.049,0.037,0.01,0.007,0.035,0.008,0.026,0.019,0.35,0.002
