ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_pop_WPOP20,pop_WPOP20_C4,pop_WPOP20_C3,pop_WPOP20_C2,pop_WPOP20_C1,pop_WPOP20_C0,pop_WPOP20_C4%,pop_WPOP20_C3%,pop_WPOP20_C2%,pop_WPOP20_C1%,pop_WPOP20_C0%
190103,1901,19,KHM,Phluk,Sesan,Stung Treng,Cambodia,2087.478,0,0,2087.478,2087.478,2087.478,0,0,1,1,1
90202,902,9,KHM,Phnhi Meas,Kiri Sakor,Koh Kong,Cambodia,0,0,0,0,0,0,0,0,0,0,0
10606,106,1,KHM,Phniet,Serei Saophoan,Banteay Meanchey,Cambodia,2741.635,0,0,2652.367,2652.367,2652.367,0,0,0.967439867086611,0.967439867086611,0.967439867086611
120801,1208,12,KHM,Phnom Penh Thmei,Saensokh,Phnom Penh,Cambodia,47697.352,0,0,43287.759,43287.759,43287.759,0,0,0.907550570102927,0.907550570102927,0.907550570102927
70608,706,7,KHM,Phnom Prasat,Kampong Trach,Kampot,Cambodia,3403.134,0,0,2714.557,2714.557,2714.557,0,0,0.79766385925444,0.79766385925444,0.79766385925444
50515,505,5,KHM,Phnom Touch,Odongk,Kampong Speu,Cambodia,13434.193,0,0,13063.932,13063.932,13063.932,0,0,0.972438910174954,0.972438910174954,0.972438910174954
80906,809,8,KHM,Phnum Bat,Ponhea Lueu,Kandal,Cambodia,12841.063,0,0,12617.895,12617.895,12617.895,0,0,0.982620753437624,0.982620753437624,0.982620753437624
10306,103,1,KHM,Phnum Dei,Phnum Srok,Banteay Meanchey,Cambodia,7755.904,0,0,7226.862,7226.862,7226.862,0,0,0.931788480104963,0.931788480104963,0.931788480104963
210407,2104,21,KHM,Phnum Den,Kiri Vong,Takeo,Cambodia,7726.192,0,0,7520.941,7520.941,7520.941,0,0,0.973434390447454,0.973434390447454,0.973434390447454
160909,1609,16,KHM,Phnum Kok,Veun Sai,Ratanak Kiri,Cambodia,2385.33,0,0,2195.768,2195.768,2195.768,0,0,0.920530073407034,0.920530073407034,0.920530073407034
70108,701,7,KHM,Phnum Kong,Angkor Chey,Kampot,Cambodia,9300.977,0,0,8904.225,8904.225,8904.225,0,0,0.957342975904574,0.957342975904574,0.957342975904574
10403,104,1,KHM,Phnum Lieb,Preah Netr Preah,Banteay Meanchey,Cambodia,15186.488,0,0,14385.251,14385.251,14385.251,0,0,0.947240138733853,0.947240138733853,0.947240138733853
130404,1304,13,KHM,Phnum Penh,Kuleaen,Preah Vihear,Cambodia,3779.904,0,0,3779.904,3779.904,3779.904,0,0,1,1,1
21101,211,2,KHM,Phnum Proek,Phnum Proek,Battambang,Cambodia,7008.156,0,0,6825.837,6825.837,6825.837,0,0,0.973984740065718,0.973984740065718,0.973984740065718
20106,201,2,KHM,Phnum Sampov,Banan,Battambang,Cambodia,12370.742,0,0,11977.184,11977.184,11977.184,0,0,0.968186386879623,0.968186386879623,0.968186386879623
130603,1306,13,KHM,Phnum Tbaeng Muoy,Sangkum Thmei,Preah Vihear,Cambodia,2289.635,0,0,2289.634,2289.634,2289.634,0,0,0.999999563249164,0.999999563249164,0.999999563249164
130405,1304,13,KHM,Phnum Tbaeng Pir,Kuleaen,Preah Vihear,Cambodia,4793.677,0,0,4793.676,4793.676,4793.676,0,0,0.999999791391869,0.999999791391869,0.999999791391869
10207,102,1,KHM,Phnum Touch,Mongkol Borei,Banteay Meanchey,Cambodia,9082.119,0,0,8285.835,8285.835,8285.835,0,0,0.912323985184515,0.912323985184515,0.912323985184515
50106,501,5,KHM,Phong,Basedth,Kampong Speu,Cambodia,8021.199,0,0,7869.959,7869.959,7869.959,0,0,0.981144963489872,0.981144963489872,0.981144963489872
40107,401,4,KHM,Phsar,Baribour,Kampong Chhnang,Cambodia,5725.439,0,0,5403.692,5403.692,5403.692,0,0,0.943803959836093,0.943803959836093,0.943803959836093
120209,1202,12,KHM,Phsar Chas,Doun Penh,Phnom Penh,Cambodia,2444.448,0,0,1129.656,1129.656,1129.656,0,0,0.462131327808978,0.462131327808978,0.462131327808978
40301,403,4,KHM,Phsar Chhnang,Kampong Chhnang,Kampong Chhnang,Cambodia,17035.523,0,0,16677.107,16677.107,16677.107,0,0,0.978960669420011,0.978960669420011,0.978960669420011
80911,809,8,KHM,Phsar Daek,Ponhea Lueu,Kandal,Cambodia,10745.229,0,0,9871.08,9871.08,9871.08,0,0,0.918647708671448,0.918647708671448,0.918647708671448
120409,1204,12,KHM,Phsar Daeum Kor,Tuol Kouk,Phnom Penh,Cambodia,20402.939,0,0,15083.776,15083.776,15083.776,0,0,0.739294275202215,0.739294275202215,0.739294275202215
120112,1201,12,KHM,Phsar Daeum Thkov,Chamkar Mon,Phnom Penh,Cambodia,36975.773,0,0,29094.046,29094.046,29094.046,0,0,0.78684077814952,0.78684077814952,0.78684077814952
120403,1204,12,KHM,Phsar Depou Ti Bei,Tuol Kouk,Phnom Penh,Cambodia,12598.958,0,0,9513.056,9513.056,9513.056,0,0,0.755066887277503,0.755066887277503,0.755066887277503
120401,1204,12,KHM,Phsar Depou Ti Muoy,Tuol Kouk,Phnom Penh,Cambodia,11115.403,0,0,6522.937,6522.937,6522.937,0,0,0.586837652220077,0.586837652220077,0.586837652220077
120402,1204,12,KHM,Phsar Depou Ti Pir,Tuol Kouk,Phnom Penh,Cambodia,4812.302,0,0,2737.178,2737.178,2737.178,0,0,0.568787661289753,0.568787661289753,0.568787661289753
11003,110,1,KHM,Phsar Kandal,Paoy Paet,Banteay Meanchey,Cambodia,89955.242,0,1269.236,87228.643,87228.643,87228.643,0,0.0141096391025217,0.969689381748314,0.969689381748314,0.969689381748314
120205,1202,12,KHM,Phsar Kandal Ti Muoy,Doun Penh,Phnom Penh,Cambodia,13116.914,0,0,10351.88,10351.88,10351.88,0,0,0.789200874534971,0.789200874534971,0.789200874534971
120206,1202,12,KHM,Phsar Kandal Ti Pir,Doun Penh,Phnom Penh,Cambodia,5256.837,0,0,1899.6,1899.6,1899.6,0,0,0.361357980093353,0.361357980093353,0.361357980093353
120203,1202,12,KHM,Phsar Thmei Ti Bei,Doun Penh,Phnom Penh,Cambodia,17655.096,0,0,12197.737,12197.737,12197.737,0,0,0.6908904375258,0.6908904375258,0.6908904375258
120201,1202,12,KHM,Phsar Thmei Ti Muoy,Doun Penh,Phnom Penh,Cambodia,4922.409,0,0,2629.272,2629.272,2629.272,0,0,0.534143343228895,0.534143343228895,0.534143343228895
120202,1202,12,KHM,Phsar Thmei Ti Pir,Doun Penh,Phnom Penh,Cambodia,5316.223,0,0,2955.336,2955.336,2955.336,0,0,0.555908960177178,0.555908960177178,0.555908960177178
31406,314,3,KHM,Phteah Kandal,Srei Santhor,Kampong Cham,Cambodia,4113.83,0,0,4066.688,4066.688,4066.688,0,0,0.988540605712924,0.988540605712924,0.988540605712924
150504,1505,15,KHM,Phteah Prey,Pursat,Pursat,Cambodia,12670.436,0,0,10529.532,10529.532,10529.532,0,0,0.831031544612987,0.831031544612987,0.831031544612987
150702,1507,15,KHM,Phteah Rung,Ta Lou,Pursat,Cambodia,18177.139,0,0,17658.489,17658.489,17658.489,0,0,0.971466906865817,0.971466906865817,0.971466906865817
10703,107,1,KHM,Phum Thmei,Thma Puok,Banteay Meanchey,Cambodia,6234.697,0,0,6022.604,6022.604,6022.604,0,0,0.965981827184224,0.965981827184224,0.965981827184224
80208,802,8,KHM,Phum Thum,Kien Svay,Kandal,Cambodia,10051.516,0,0,9630.228,9630.228,9630.228,0,0,0.958087118400846,0.958087118400846,0.958087118400846
80608,806,8,KHM,Phum Thum,Lvea Aem,Kandal,Cambodia,2855.576,0,0,2053.366,2053.366,2053.366,0,0,0.719072439325726,0.719072439325726,0.719072439325726
180102,1801,18,KHM,Pir,Preah Sihanouk,Preah Sihanouk,Cambodia,11294.048,0,0,9943.553,9943.553,9943.553,0,0,0.880424184490804,0.880424184490804,0.880424184490804
50705,507,5,KHM,Pneay,Samraong Tong,Kampong Speu,Cambodia,11071.388,0,0,10894.835,10894.835,10894.835,0,0,0.984053218982118,0.984053218982118,0.984053218982118
60706,607,6,KHM,Pnov,Santuk,Kampong Thom,Cambodia,1852.301,0,0,1680.093,1680.093,1680.093,0,0,0.907030228888286,0.907030228888286,0.907030228888286
141204,1412,14,KHM,Pnov Ti Muoy,Sithor Kandal,Prey Veng,Cambodia,4460.039,0,0,4396.991,4396.991,4396.991,0,0,0.98586380074255,0.98586380074255,0.98586380074255
141205,1412,14,KHM,Pnov Ti Pir,Sithor Kandal,Prey Veng,Cambodia,2320.314,0,0,2117.919,2117.919,2117.919,0,0,0.912772581641967,0.912772581641967,0.912772581641967
160901,1609,16,KHM,Pong,Veun Sai,Ratanak Kiri,Cambodia,3071.032,0,0,3071.033,3071.033,3071.033,0,0,1,1,1
120507,1205,12,KHM,Pong Tuek,Dangkao,Phnom Penh,Cambodia,16428.219,0,0,15000.544,15000.544,15000.544,0,0,0.913096179202383,0.913096179202383,0.913096179202383
200307,2003,20,KHM,Pong Tuek,Rumduol,Svay Rieng,Cambodia,6081.92,0,0,6081.921,6081.921,6081.921,0,0,1,1,1
230103,2301,23,KHM,Pong Tuek,Damnak Chang'aeur,Kep,Cambodia,4907.839,0,0,4907.838,4907.838,4907.838,0,0,0.999999796244335,0.999999796244335,0.999999796244335
30807,308,3,KHM,Pongro,Kaoh Soutin,Kampong Cham,Cambodia,2647.458,0,0,2362.238,2362.238,2362.238,0,0,0.892266468438782,0.892266468438782,0.892266468438782
40607,406,4,KHM,Pongro,Rolea B'ier,Kampong Chhnang,Cambodia,8996.364,0,0,8036.98,8036.98,8036.98,0,0,0.893358694690433,0.893358694690433,0.893358694690433
60913,609,6,KHM,Pongro,Taing Kouk,Kampong Thom,Cambodia,5455.332,0,0,5372.061,5372.061,5372.061,0,0,0.984735851090273,0.984735851090273,0.984735851090273
100107,1001,10,KHM,Pongro,Chhloung,Kratie,Cambodia,4712.7,0,0,4496.554,4496.554,4496.554,0,0,0.95413542130838,0.95413542130838,0.95413542130838
220304,2203,22,KHM,Pongro,Chong Kal,Oddar Meanchey,Cambodia,536.799,0,0,536.799,536.799,536.799,0,0,1,1,1
170408,1704,17,KHM,Pongro Kraom,Chi Kraeng,Siemreap,Cambodia,9649.719,0,0,9277.426,9277.426,9277.426,0,0,0.961419291069512,0.961419291069512,0.961419291069512
170409,1704,17,KHM,Pongro Leu,Chi Kraeng,Siemreap,Cambodia,11888.327,0,0,11745.652,11745.652,11745.652,0,0,0.9879987318653,0.9879987318653,0.9879987318653
80907,809,8,KHM,Ponhea Lueu,Ponhea Lueu,Kandal,Cambodia,5403.519,0,0,5292.442,5292.442,5292.442,0,0,0.979443581118156,0.979443581118156,0.979443581118156
121102,1211,12,KHM,Ponhea Pon,Praek Pnov,Phnom Penh,Cambodia,10180.186,0,0,9532.405,9532.405,9532.405,0,0,0.936368451421222,0.936368451421222,0.936368451421222
10303,103,1,KHM,Ponley,Phnum Srok,Banteay Meanchey,Cambodia,8959.264,0,0,8481.111,8481.111,8481.111,0,0,0.946630325883912,0.946630325883912,0.946630325883912
40110,401,4,KHM,Ponley,Baribour,Kampong Chhnang,Cambodia,6586.252,0,0,5887.693,5887.693,5887.693,0,0,0.893936794401429,0.893936794401429,0.893936794401429
210104,2101,21,KHM,Ponley,Angkor Borei,Takeo,Cambodia,6200.574,0,0,6171.591,6171.591,6171.591,0,0,0.995325755325233,0.995325755325233,0.995325755325233
121105,1211,12,KHM,Ponsang,Praek Pnov,Phnom Penh,Cambodia,12415.099,0,0,12060.192,12060.192,12060.192,0,0,0.971413276688329,0.971413276688329,0.971413276688329
200705,2007,20,KHM,Popeaet,Svay Teab,Svay Rieng,Cambodia,4783.805,0,0,4568.206,4568.206,4568.206,0,0,0.954931482366025,0.954931482366025,0.954931482366025
40109,401,4,KHM,Popel,Baribour,Kampong Chhnang,Cambodia,4002.943,0,0,3626.133,3626.133,3626.133,0,0,0.90586675853241,0.90586675853241,0.90586675853241
171108,1711,17,KHM,Popel,Soutr Nikom,Siemreap,Cambodia,7988.239,0,0,7483.218,7483.218,7483.218,0,0,0.936779432863739,0.936779432863739,0.936779432863739
210909,2109,21,KHM,Popel,Tram Kak,Takeo,Cambodia,6638.266,0,0,5397.345,5397.345,5397.345,0,0,0.813065490295207,0.813065490295207,0.813065490295207
250607,2506,25,KHM,Popel,Ponhea Kraek,Tboung Khmum,Cambodia,7388.187,0,0,6627.092,6627.092,6627.092,0,0,0.896984875991904,0.896984875991904,0.896984875991904
60808,608,6,KHM,Popok,Stoung,Kampong Thom,Cambodia,7826.539,0,0,7826.539,7826.539,7826.539,0,0,1,1,1
141307,1413,14,KHM,Popueus,Svay Antor,Prey Veng,Cambodia,4664.515,0,0,4561.946,4561.946,4561.946,0,0,0.978010789974949,0.978010789974949,0.978010789974949
210210,2102,21,KHM,Pot Sar,Bati,Takeo,Cambodia,12467.975,0,0,11837.435,11837.435,11837.435,0,0,0.949427232569844,0.949427232569844,0.949427232569844
40405,404,4,KHM,Pou,Kampong Leaeng,Kampong Chhnang,Cambodia,5491.665,0,0,4899.397,4899.397,4899.397,0,0,0.892151469545211,0.892151469545211,0.892151469545211
130704,1307,13,KHM,Pou,Tbaeng Mean Chey,Preah Vihear,Cambodia,2401.11,0,0,2401.11,2401.11,2401.11,0,0,1,1,1
50107,501,5,KHM,Pou Angkrang,Basedth,Kampong Speu,Cambodia,13600.427,0,0,12529.624,12529.624,12529.624,0,0,0.921266957280091,0.921266957280091,0.921266957280091
50108,501,5,KHM,Pou Chamraeun,Basedth,Kampong Speu,Cambodia,5668.713,0,0,5668.714,5668.714,5668.714,0,0,1,1,1
50109,501,5,KHM,Pou Mreal,Basedth,Kampong Speu,Cambodia,9042.81,0,0,8931.07,8931.07,8931.07,0,0,0.987643221520744,0.987643221520744,0.987643221520744
141104,1411,14,KHM,Pou Rieng,Pur Rieng,Prey Veng,Cambodia,5758.731,0,0,5647.906,5647.906,5647.906,0,0,0.980755308765073,0.980755308765073,0.980755308765073
210608,2106,21,KHM,Pou Rumchak,Prey Kabbas,Takeo,Cambodia,7702.972,0,0,7573.266,7573.266,7573.266,0,0,0.983161564133947,0.983161564133947,0.983161564133947
200604,2006,20,KHM,Pou Ta Hao,Svay Rieng,Svay Rieng,Cambodia,4195.007,0,0,3875.139,3875.139,3875.139,0,0,0.92375030601856,0.92375030601856,0.92375030601856
141206,1412,14,KHM,Pou Ti,Sithor Kandal,Prey Veng,Cambodia,3792.716,0,0,3589.079,3589.079,3589.079,0,0,0.946308397465036,0.946308397465036,0.946308397465036
170709,1707,17,KHM,Pou Treay,Puok,Siemreap,Cambodia,0,0,0,0,0,0,0,0,0,0,0
80408,804,8,KHM,Pouthi Ban,Kaoh Thum,Kandal,Cambodia,11376.127,0,0,11100.633,11100.633,11100.633,0,0,0.97578314658407,0.97578314658407,0.97578314658407
200512,2005,20,KHM,Pouthi Reach,Svay Chrum,Svay Rieng,Cambodia,5582.61,0,0,5582.61,5582.61,5582.61,0,0,1,1,1
160602,1606,16,KHM,Pouy,Ou Chum,Ratanak Kiri,Cambodia,3346.319,0,0,3346.318,3346.318,3346.318,0,0,0.999999701164175,0.999999701164175,0.999999701164175
10302,103,1,KHM,Poy Char,Phnum Srok,Banteay Meanchey,Cambodia,11236.975,0,0,10599.687,10599.687,10599.687,0,0,0.943286516166495,0.943286516166495,0.943286516166495
60809,608,6,KHM,Pralay,Stoung,Kampong Thom,Cambodia,10086.19,0,0,10086.19,10086.19,10086.19,0,0,1,1,1
90702,907,9,KHM,Pralay,Thma Bang,Koh Kong,Cambodia,240.262,0,0,215.008,215.008,215.008,0,0,0.894889745361314,0.894889745361314,0.894889745361314
40406,404,4,KHM,Pralay Meas,Kampong Leaeng,Kampong Chhnang,Cambodia,7637.807,0,0,7637.807,7637.807,7637.807,0,0,1,1,1
31407,314,3,KHM,Pram Yam,Srei Santhor,Kampong Cham,Cambodia,4362.716,0,0,4362.716,4362.716,4362.716,0,0,1,1,1
150604,1506,15,KHM,Pramaoy,Veal Veaeng,Pursat,Cambodia,6811.406,0,0,6661.148,6661.148,6661.148,0,0,0.977940237301961,0.977940237301961,0.977940237301961
50804,508,5,KHM,Prambei Mum,Thpong,Kampong Speu,Cambodia,10765.212,0,0,10765.211,10765.211,10765.211,0,0,0.999999907108193,0.999999907108193,0.999999907108193
211005,2110,21,KHM,Prambei Mum,Treang,Takeo,Cambodia,6502.047,0,0,6269.521,6269.521,6269.521,0,0,0.964238031499926,0.964238031499926,0.964238031499926
130705,1307,13,KHM,Prame,Tbaeng Mean Chey,Preah Vihear,Cambodia,3278.751,0,0,3163.873,3163.873,3163.873,0,0,0.964962877632367,0.964962877632367,0.964962877632367
70109,701,7,KHM,Praphnum,Angkor Chey,Kampot,Cambodia,5498.293,0,0,4980.675,4980.675,4980.675,0,0,0.905858418239988,0.905858418239988,0.905858418239988
10404,104,1,KHM,Prasat,Preah Netr Preah,Banteay Meanchey,Cambodia,3042.317,0,0,2506.879,2506.879,2506.879,0,0,0.824003218599508,0.824003218599508,0.824003218599508
60707,607,6,KHM,Prasat,Santuk,Kampong Thom,Cambodia,8236.024,0,0,8075.712,8075.712,8075.712,0,0,0.980535267988534,0.980535267988534,0.980535267988534
81006,810,8,KHM,Prasat,S'ang,Kandal,Cambodia,4630.194,0,0,4630.194,4630.194,4630.194,0,0,1,1,1
140309,1403,14,KHM,Prasat,Kampong Trabaek,Prey Veng,Cambodia,8879.839,0,0,8879.839,8879.839,8879.839,0,0,1,1,1
171401,1714,17,KHM,Prasat,Varin,Siemreap,Cambodia,4855.872,0,0,4855.872,4855.872,4855.872,0,0,1,1,1
200804,2008,20,KHM,Prasat,Bavet,Svay Rieng,Cambodia,1993.097,0,0,1993.097,1993.097,1993.097,0,0,1,1,1
70607,706,7,KHM,Prasat Phnom Khyang,Kampong Trach,Kampot,Cambodia,0,0,0,0,0,0,0,0,0,0,0
40608,406,4,KHM,Prasnoeb,Rolea B'ier,Kampong Chhnang,Cambodia,4986.089,0,0,4986.09,4986.09,4986.09,0,0,1,1,1
200707,2007,20,KHM,Prasoutr,Svay Teab,Svay Rieng,Cambodia,11490.082,0,0,10280.5,10280.5,10280.5,0,0,0.89472816643084,0.89472816643084,0.89472816643084
121407,1214,12,KHM,Prateah Lang,Kamboul,Phnom Penh,Cambodia,5512.27,0,0,4708.318,4708.318,4708.318,0,0,0.854152282090681,0.854152282090681,0.854152282090681
140310,1403,14,KHM,Pratheat,Kampong Trabaek,Prey Veng,Cambodia,7952.493,0,0,7952.494,7952.494,7952.494,0,0,1,1,1
250408,2504,25,KHM,Preaek A Chi,Krouch Chhmar,Tboung Khmum,Cambodia,5478.569,0,0,4719.671,4719.671,4719.671,0,0,0.861478791268304,0.861478791268304,0.861478791268304
121206,1212,12,KHM,Preaek Aeng,Chbar Ampov,Phnom Penh,Cambodia,16261.258,0,0,15139.907,15139.907,15139.907,0,0,0.931041559023293,0.931041559023293,0.931041559023293
81007,810,8,KHM,Preaek Ambel,S'ang,Kandal,Cambodia,17069.707,0,0,16592.313,16592.313,16592.313,0,0,0.97203267753805,0.97203267753805,0.97203267753805
80307,803,8,KHM,Preaek Ampil,Khsach Kandal,Kandal,Cambodia,10116.416,0,0,9975.967,9975.967,9975.967,0,0,0.986116723551108,0.986116723551108,0.986116723551108
80703,807,8,KHM,Preaek Anhchanh,Mukh Kampul,Kandal,Cambodia,16881.908,0,0,16680.867,16680.867,16680.867,0,0,0.988091334225965,0.988091334225965,0.988091334225965
141105,1411,14,KHM,Preaek Anteah,Pur Rieng,Prey Veng,Cambodia,6832.998,0,0,6016.407,6016.407,6016.407,0,0,0.880493013462027,0.880493013462027,0.880493013462027
31509,315,3,KHM,Preaek Bak,Stueng Trang,Kampong Cham,Cambodia,7508.104,0,0,7508.104,7508.104,7508.104,0,0,1,1,1
141207,1412,14,KHM,Preaek Changkran,Sithor Kandal,Prey Veng,Cambodia,7616.716,0,0,7362.549,7362.549,7362.549,0,0,0.966630369308768,0.966630369308768,0.966630369308768
21401,214,2,KHM,Preaek Chik,Rukh Kiri,Battambang,Cambodia,30187.5,0,0,30187.5,30187.5,30187.5,0,0,1,1,1
141106,1411,14,KHM,Preaek Chrey,Pur Rieng,Prey Veng,Cambodia,6443.934,0,0,4969.321,4969.321,4969.321,0,0,0.771162615880299,0.771162615880299,0.771162615880299
80505,805,8,KHM,Preaek Dach,Leuk Daek,Kandal,Cambodia,6643.799,0,0,6364.319,6364.319,6364.319,0,0,0.957933706302674,0.957933706302674,0.957933706302674
80704,807,8,KHM,Preaek Dambang,Mukh Kampul,Kandal,Cambodia,10612.178,0,0,10423.749,10423.749,10423.749,0,0,0.982244078454018,0.982244078454018,0.982244078454018
31408,314,3,KHM,Preaek Dambouk,Srei Santhor,Kampong Cham,Cambodia,7746.019,0,0,7599.64,7599.64,7599.64,0,0,0.981102679970189,0.981102679970189,0.981102679970189
120517,1205,12,KHM,Preaek Kampues,Dangkao,Phnom Penh,Cambodia,12208.134,0,0,11848.117,11848.117,11848.117,0,0,0.970510071399937,0.970510071399937,0.970510071399937
20503,205,2,KHM,Preaek Khpob,Aek Phnum,Battambang,Cambodia,12800.355,0,0,9827.245,9827.245,9827.245,0,0,0.767732223051626,0.767732223051626,0.767732223051626
90203,902,9,KHM,Preaek Khsach,Kiri Sakor,Koh Kong,Cambodia,1509.845,0,0,1509.846,1509.846,1509.846,0,0,1,1,1
140706,1407,14,KHM,Preaek Khsay Ka,Peam Ro,Prey Veng,Cambodia,5541.192,0,0,5431.464,5431.464,5431.464,0,0,0.980197762503086,0.980197762503086,0.980197762503086
140707,1407,14,KHM,Preaek Khsay Kha,Peam Ro,Prey Veng,Cambodia,9424.526,0,0,9184.104,9184.104,9184.104,0,0,0.974489751527026,0.974489751527026,0.974489751527026
80609,806,8,KHM,Preaek Kmeng,Lvea Aem,Kandal,Cambodia,3764.528,0,0,2492.639,2492.639,2492.639,0,0,0.66213852042009,0.66213852042009,0.66213852042009
30705,307,3,KHM,Preaek Koy,Kang Meas,Kampong Cham,Cambodia,9998.326,0,0,9225.72,9225.72,9225.72,0,0,0.922726464410142,0.922726464410142,0.922726464410142
81008,810,8,KHM,Preaek Koy,S'ang,Kandal,Cambodia,14426.662,0,0,13599.98,13599.98,13599.98,0,0,0.942697624717346,0.942697624717346,0.942697624717346
30706,307,3,KHM,Preaek Krabau,Kang Meas,Kampong Cham,Cambodia,5786.362,0,0,5372.806,5372.806,5372.806,0,0,0.928529186386887,0.928529186386887,0.928529186386887
140607,1406,14,KHM,Preaek Krabau,Peam Chor,Prey Veng,Cambodia,3407.161,0,0,3314.351,3314.351,3314.351,0,0,0.972760312764792,0.972760312764792,0.972760312764792
70612,706,7,KHM,Preaek Kroes,Kampong Trach,Kampot,Cambodia,8687.348,0,0,8338.126,8338.126,8338.126,0,0,0.959801080836177,0.959801080836177,0.959801080836177
121002,1210,12,KHM,Preaek Lieb,Chraoy Chongvar,Phnom Penh,Cambodia,22677.02,0,0,21921.382,21921.382,21921.382,0,0,0.966678249611281,0.966678249611281,0.966678249611281
20504,205,2,KHM,Preaek Luong,Aek Phnum,Battambang,Cambodia,7888.461,0,0,6709.856,6709.856,6709.856,0,0,0.850591262351427,0.850591262351427,0.850591262351427
80308,803,8,KHM,Preaek Luong,Khsach Kandal,Kandal,Cambodia,6232.757,0,0,6056.886,6056.886,6056.886,0,0,0.971782792109495,0.971782792109495,0.971782792109495
190301,1903,19,KHM,Preaek Meas,Siem Pang,Stung Treng,Cambodia,4181.202,0,0,4181.202,4181.202,4181.202,0,0,1,1,1
20501,205,2,KHM,Preaek Norint,Aek Phnum,Battambang,Cambodia,9227.745,0,0,8041.532,8041.532,8041.532,0,0,0.871451475956477,0.871451475956477,0.871451475956477
121101,1211,12,KHM,Preaek Phnov,Praek Pnov,Phnom Penh,Cambodia,11925.316,0,0,11038.417,11038.417,11038.417,0,0,0.925628888995478,0.925628888995478,0.925628888995478
210105,2101,21,KHM,Preaek Phtoul,Angkor Borei,Takeo,Cambodia,8156.958,0,0,7962.079,7962.079,7962.079,0,0,0.976108863132555,0.976108863132555,0.976108863132555
31409,314,3,KHM,Preaek Pou,Srei Santhor,Kampong Cham,Cambodia,10928.035,0,0,10529.28,10529.28,10529.28,0,0,0.96351082330904,0.96351082330904,0.96351082330904
121204,1212,12,KHM,Preaek Pra,Chbar Ampov,Phnom Penh,Cambodia,35512.152,0,0,32952.842,32952.842,32952.842,0,0,0.927931430345308,0.927931430345308,0.927931430345308
100305,1003,10,KHM,Preaek Prasab,Prek Prasab,Kratie,Cambodia,9486.281,0,0,9486.281,9486.281,9486.281,0,0,1,1,1
80610,806,8,KHM,Preaek Rey,Lvea Aem,Kandal,Cambodia,3620.72,0,0,3145.833,3145.833,3145.833,0,0,0.868841832563689,0.868841832563689,0.868841832563689
80115,801,8,KHM,Preaek Roka,Kandal Stueng,Kandal,Cambodia,4291.485,0,0,3835.033,3835.033,3835.033,0,0,0.89363775010282,0.89363775010282,0.89363775010282
80611,806,8,KHM,Preaek Ruessei,Lvea Aem,Kandal,Cambodia,6728.094,0,0,5531.265,5531.265,5531.265,0,0,0.822114702915863,0.822114702915863,0.822114702915863
31410,314,3,KHM,Preaek Rumdeng,Srei Santhor,Kampong Cham,Cambodia,7531.019,0,0,7290.974,7290.974,7290.974,0,0,0.968125827328281,0.968125827328281,0.968125827328281
100108,1001,10,KHM,Preaek Saman,Chhloung,Kratie,Cambodia,9739.947,0,0,9034.332,9034.332,9034.332,0,0,0.927554533920975,0.927554533920975,0.927554533920975
140608,1406,14,KHM,Preaek Sambuor,Peam Chor,Prey Veng,Cambodia,4623.05,0,0,4550.53,4550.53,4550.53,0,0,0.984313386184445,0.984313386184445,0.984313386184445
80410,804,8,KHM,Preaek Sdei,Kaoh Thum,Kandal,Cambodia,17401.186,0,0,17099.046,17099.046,17099.046,0,0,0.982636815674518,0.982636815674518,0.982636815674518
80116,801,8,KHM,Preaek Slaeng,Kandal Stueng,Kandal,Cambodia,5617.301,0,0,5221.609,5221.609,5221.609,0,0,0.929558341274573,0.929558341274573,0.929558341274573
80309,803,8,KHM,Preaek Ta Kov,Khsach Kandal,Kandal,Cambodia,6160.016,0,0,5856.391,5856.391,5856.391,0,0,0.950710355297778,0.950710355297778,0.950710355297778
80310,803,8,KHM,Preaek Ta Meak,Khsach Kandal,Kandal,Cambodia,12338.021,0,0,11992.465,11992.465,11992.465,0,0,0.971992591032225,0.971992591032225,0.971992591032225
30808,308,3,KHM,Preaek Ta Nong,Kaoh Soutin,Kampong Cham,Cambodia,6458.575,0,0,6216.05,6216.05,6216.05,0,0,0.962449147064174,0.962449147064174,0.962449147064174
141110,1411,14,KHM,Preaek Ta Sar,Pur Rieng,Prey Veng,Cambodia,5236.174,0,0,4196.352,4196.352,4196.352,0,0,0.801415690158501,0.801415690158501,0.801415690158501
121003,1210,12,KHM,Preaek Ta Sek,Chraoy Chongvar,Phnom Penh,Cambodia,5290.587,0,0,4789.58,4789.58,4789.58,0,0,0.905302190475272,0.905302190475272,0.905302190475272
80910,809,8,KHM,Preaek Ta Teaen,Ponhea Lueu,Kandal,Cambodia,9564.818,0,0,9417.047,9417.047,9417.047,0,0,0.984550568552376,0.984550568552376,0.984550568552376
80411,804,8,KHM,Preaek Thmei,Kaoh Thum,Kandal,Cambodia,16999.512,0,0,16287.711,16287.711,16287.711,0,0,0.958128150972804,0.958128150972804,0.958128150972804
121208,1212,12,KHM,Preaek Thmei,Chbar Ampov,Phnom Penh,Cambodia,21938.742,0,0,21242.872,21242.872,21242.872,0,0,0.968281225970022,0.968281225970022,0.968281225970022
