ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_exp,RP10_builtup_WSF19_exp,RP20_builtup_WSF19_exp,RP50_builtup_WSF19_exp,RP75_builtup_WSF19_exp,RP100_builtup_WSF19_exp,RP200_builtup_WSF19_exp,RP250_builtup_WSF19_exp,RP500_builtup_WSF19_exp,RP1000_builtup_WSF19_exp,RP5_builtup_WSF19_imp,RP10_builtup_WSF19_imp,RP20_builtup_WSF19_imp,RP50_builtup_WSF19_imp,RP75_builtup_WSF19_imp,RP100_builtup_WSF19_imp,RP200_builtup_WSF19_imp,RP250_builtup_WSF19_imp,RP500_builtup_WSF19_imp,RP1000_builtup_WSF19_imp,RP5_EAI,RP10_EAI,RP20_EAI,RP50_EAI,RP75_EAI,RP100_EAI,RP200_EAI,RP250_EAI,RP500_EAI,RP1000_EAI,builtup_WSF19_EAI,builtup_WSF19_EAI%
130104,1301,13,KHM,Chrach,Chey Saen,Preah Vihear,Cambodia,18.581,0.081,0.604,0.807,1.478,1.699,1.83,1.838,1.838,1.889,1.923,0.007,0.048,0.099,0.201,0.244,0.275,0.336,0.355,0.41,0.463,0.001,0.005,0.005,0.006,0.002,0.001,0.002,0.0,0.001,0.0,0.023,0.124
200803,2008,20,KHM,Chrak Mtes,Bavet,Svay Rieng,Cambodia,233.786,4.007,15.503,31.248,41.195,46.014,51.024,58.742,61.212,68.872,73.26,0.251,1.087,2.509,4.136,4.789,5.295,6.457,6.841,8.085,9.208,0.05,0.109,0.125,0.124,0.032,0.018,0.032,0.007,0.016,0.009,0.523,0.224
60906,609,6,KHM,Chraneang,Taing Kouk,Kampong Thom,Cambodia,88.469,0.023,0.023,0.023,0.116,0.159,0.159,0.159,0.164,0.164,0.164,0.003,0.004,0.004,0.008,0.01,0.011,0.014,0.015,0.017,0.019,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002
120711,1207,12,KHM,Chrang Chamreh Ti Muoy,Russey Keo,Phnom Penh,Cambodia,110.856,0.0,38.797,95.967,100.805,100.805,100.805,100.805,100.805,100.805,100.805,0.0,7.889,47.739,69.775,74.447,77.056,81.624,82.823,85.583,87.702,0.0,0.789,2.387,2.093,0.496,0.257,0.408,0.083,0.171,0.088,6.772,6.109
120712,1207,12,KHM,Chrang Chamreh Ti Pir,Russey Keo,Phnom Penh,Cambodia,164.546,0.0,35.178,141.189,146.089,146.089,146.089,146.089,146.089,146.089,146.089,0.0,7.205,57.395,95.106,103.103,107.572,115.268,117.283,121.939,125.408,0.0,0.72,2.87,2.853,0.687,0.359,0.576,0.117,0.244,0.125,8.552,5.197
40401,404,4,KHM,Chranouk,Kampong Leaeng,Kampong Chhnang,Cambodia,53.375,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.259,0.383,0.383,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.012,0.077,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
171006,1710,17,KHM,Chreav,Siem Reap,Siemreap,Cambodia,409.21,0.0,0.0,0.784,114.628,142.638,162.547,194.151,203.856,226.982,249.742,0.0,0.0,0.056,12.237,16.146,18.834,25.387,27.035,31.517,35.839,0.0,0.0,0.003,0.367,0.108,0.063,0.127,0.027,0.063,0.036,0.793,0.194
40503,405,4,KHM,Chres,Kampong Tralach,Kampong Chhnang,Cambodia,38.748,0.037,0.313,0.37,0.448,0.606,0.835,0.868,1.234,1.234,1.742,0.012,0.035,0.055,0.078,0.1,0.136,0.333,0.411,0.482,0.587,0.002,0.003,0.003,0.002,0.001,0.0,0.002,0.0,0.001,0.001,0.016,0.04
70401,704,7,KHM,Chres,Chum Kiri,Kampot,Cambodia,10.29,0.311,0.311,0.598,0.611,0.688,0.711,0.735,0.735,0.797,0.797,0.024,0.038,0.059,0.078,0.089,0.094,0.106,0.109,0.121,0.129,0.005,0.004,0.003,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.016,0.155
140502,1405,14,KHM,Chres,Me Sang,Prey Veng,Cambodia,120.885,1.109,1.133,1.579,4.057,5.099,6.253,9.645,10.561,14.054,18.017,0.121,0.156,0.19,0.372,0.467,0.539,0.747,0.822,1.096,1.448,0.024,0.016,0.009,0.011,0.003,0.002,0.004,0.001,0.002,0.001,0.073,0.061
200104,2001,20,KHM,Chres,Chantrea,Svay Rieng,Cambodia,28.709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20204,202,2,KHM,Chrey,Thma Koul,Battambang,Cambodia,156.99,3.787,10.799,12.542,14.434,15.271,15.879,18.031,18.848,20.549,24.64,0.482,1.185,1.653,2.127,2.352,2.527,2.95,3.098,3.553,4.083,0.096,0.118,0.083,0.064,0.016,0.008,0.015,0.003,0.007,0.004,0.415,0.264
20605,206,2,KHM,Chrey,Moung Ruessei,Battambang,Cambodia,73.685,0.0,0.52,2.804,5.131,5.403,6.67,9.687,9.949,13.025,14.55,0.0,0.034,0.206,0.416,0.478,0.556,0.816,0.882,1.216,1.578,0.0,0.003,0.01,0.012,0.003,0.002,0.004,0.001,0.002,0.002,0.04,0.055
140304,1403,14,KHM,Chrey,Kampong Trabaek,Prey Veng,Cambodia,30.536,0.0,0.0,0.0,0.0,0.006,0.006,0.008,0.008,0.163,0.176,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.006,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141303,1413,14,KHM,Chrey,Svay Antor,Prey Veng,Cambodia,137.591,0.0,0.876,7.24,18.005,20.284,22.053,25.085,26.388,28.329,46.83,0.0,0.038,0.516,1.584,2.108,2.422,3.04,3.488,4.164,7.36,0.0,0.004,0.026,0.048,0.014,0.008,0.015,0.003,0.008,0.007,0.134,0.097
40604,406,4,KHM,Chrey Bak,Rolea B'ier,Kampong Chhnang,Cambodia,125.637,0.0,0.0,0.0,0.0,0.0,0.036,0.048,0.071,0.127,0.362,0.0,0.0,0.0,0.0,0.0,0.002,0.004,0.006,0.009,0.028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141202,1412,14,KHM,Chrey Khmum,Sithor Kandal,Prey Veng,Cambodia,39.333,2.063,3.609,4.313,4.898,5.063,5.126,8.501,9.011,10.552,15.557,0.114,0.317,0.47,0.719,0.814,0.94,2.732,3.139,4.311,6.078,0.023,0.032,0.023,0.022,0.005,0.003,0.014,0.003,0.009,0.006,0.14,0.355
80902,809,8,KHM,Chrey Loas,Ponhea Lueu,Kandal,Cambodia,105.066,0.0,0.0,0.038,0.271,0.272,0.607,5.451,5.98,7.486,9.669,0.0,0.0,0.01,0.03,0.04,0.079,1.772,2.065,2.826,3.865,0.0,0.0,0.0,0.001,0.0,0.0,0.009,0.002,0.006,0.004,0.022,0.021
21006,210,2,KHM,Chrey Seima,Sampov Lun,Battambang,Cambodia,33.17,1.162,1.245,1.431,1.489,1.51,1.585,2.461,2.651,3.162,3.402,0.081,0.113,0.143,0.174,0.187,0.197,0.26,0.283,0.378,0.432,0.016,0.011,0.007,0.005,0.001,0.001,0.001,0.0,0.001,0.0,0.045,0.134
200406,2004,20,KHM,Chrey Thum,Romeas Haek,Svay Rieng,Cambodia,77.439,0.0,0.012,0.023,0.282,0.712,0.92,1.888,2.522,9.96,17.712,0.0,0.001,0.001,0.044,0.08,0.107,0.221,0.272,0.683,1.658,0.0,0.0,0.0,0.001,0.001,0.0,0.001,0.0,0.001,0.002,0.007,0.009
31303,313,3,KHM,Chrey Vien,Prey Chhor,Kampong Cham,Cambodia,183.778,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.012,0.203,0.0,0.0,0.0,0.0,0.002,0.003,0.004,0.005,0.006,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60702,607,6,KHM,Chroab,Santuk,Kampong Thom,Cambodia,48.161,0.0,0.0,0.0,0.13,0.566,0.575,1.391,2.1,3.993,5.306,0.0,0.0,0.0,0.016,0.045,0.069,0.165,0.225,0.496,0.879,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.004,0.008
60909,609,6,KHM,Chrolong,Taing Kouk,Kampong Thom,Cambodia,51.837,0.009,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
100302,1003,10,KHM,Chrouy Banteay,Prek Prasab,Kratie,Cambodia,65.366,25.012,28.23,32.363,36.196,37.6,39.406,41.947,42.88,46.957,48.054,15.476,18.273,20.948,24.533,25.997,27.056,29.702,30.547,33.315,35.954,3.095,1.827,1.047,0.736,0.173,0.09,0.149,0.031,0.067,0.036,7.251,11.093
121001,1210,12,KHM,Chrouy Changvar,Chraoy Chongvar,Phnom Penh,Cambodia,246.742,0.0,43.871,203.977,233.992,235.418,238.983,241.456,242.12,242.12,244.66,0.0,6.634,64.296,129.118,145.418,154.959,172.078,176.662,187.523,195.99,0.0,0.663,3.215,3.874,0.969,0.517,0.86,0.177,0.375,0.196,10.846,4.396
171201,1712,17,KHM,Chrouy Neang Nguon,Srei Snam,Siemreap,Cambodia,63.268,0.07,0.11,0.209,0.288,0.435,1.584,2.193,2.555,5.322,9.008,0.009,0.018,0.026,0.04,0.062,0.15,0.384,0.478,1.114,2.219,0.002,0.002,0.001,0.001,0.0,0.001,0.002,0.0,0.002,0.002,0.014,0.022
90301,903,9,KHM,Chrouy Pras,Kaoh Kong,Koh Kong,Cambodia,4.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20206,202,2,KHM,Chrouy Sdau,Thma Koul,Battambang,Cambodia,110.998,0.453,3.375,6.243,14.62,20.217,23.403,29.286,31.475,44.36,49.293,0.023,0.213,0.473,1.16,1.662,2.043,3.041,3.397,4.832,6.297,0.005,0.021,0.024,0.035,0.011,0.007,0.015,0.003,0.01,0.006,0.137,0.123
90604,906,9,KHM,Chrouy Svay,Srae Ambel,Koh Kong,Cambodia,25.144,0.465,0.833,0.899,0.918,0.918,1.04,1.04,1.237,1.472,1.982,0.052,0.147,0.22,0.273,0.29,0.305,0.334,0.349,0.447,0.585,0.01,0.015,0.011,0.008,0.002,0.001,0.002,0.0,0.001,0.001,0.051,0.202
80402,804,8,KHM,Chrouy Ta Kaev,Kaoh Thum,Kandal,Cambodia,59.425,0.0,0.0,0.0,0.276,0.779,0.779,0.779,0.781,2.669,3.159,0.0,0.0,0.0,0.024,0.203,0.29,0.378,0.395,0.921,1.18,0.0,0.0,0.0,0.001,0.001,0.001,0.002,0.0,0.002,0.001,0.008,0.014
200304,2003,20,KHM,Chrung Popel,Rumduol,Svay Rieng,Cambodia,28.303,0.0,0.0,0.0,0.091,0.091,0.241,0.413,0.591,0.659,0.888,0.0,0.0,0.0,0.005,0.007,0.012,0.024,0.032,0.045,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002
70702,707,7,KHM,Chum Kriel,Tuek Chhou,Kampot,Cambodia,82.995,0.0,1.847,6.53,9.773,11.63,12.879,23.125,28.057,56.18,71.001,0.0,0.139,0.584,1.579,2.018,2.49,5.356,6.827,16.208,26.576,0.0,0.014,0.029,0.047,0.013,0.008,0.027,0.007,0.032,0.027,0.205,0.247
250402,2504,25,KHM,Chumnik,Krouch Chhmar,Tboung Khmum,Cambodia,68.301,31.21,33.547,43.404,51.185,52.241,54.56,56.171,56.648,59.555,61.866,20.64,22.525,24.494,27.757,29.112,30.123,32.475,33.267,35.737,38.346,4.128,2.252,1.225,0.833,0.194,0.1,0.162,0.033,0.071,0.038,9.038,13.232
90703,907,9,KHM,Chumnoab,Thma Bang,Koh Kong,Cambodia,0.256,0.0,0.0,0.0,0.217,0.217,0.221,0.221,0.244,0.244,0.244,0.0,0.0,0.0,0.044,0.066,0.08,0.108,0.119,0.15,0.178,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.0,0.0,0.003,1.243
50503,505,5,KHM,Chumpu Proeks,Odongk,Kampong Speu,Cambodia,15.872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70402,704,7,KHM,Chumpu Voan,Chum Kiri,Kampot,Cambodia,29.896,1.4,2.575,3.34,3.84,3.931,4.355,4.766,4.962,5.226,5.609,0.078,0.15,0.218,0.293,0.322,0.352,0.41,0.431,0.486,0.547,0.016,0.015,0.011,0.009,0.002,0.001,0.002,0.0,0.001,0.001,0.058,0.193
210704,2107,21,KHM,Chumreah Pen,Samraong,Takeo,Cambodia,103.808,19.927,31.532,40.728,54.077,59.255,63.953,71.516,73.261,79.744,83.74,1.48,2.654,3.754,5.186,5.808,6.29,7.371,7.713,8.867,9.878,0.296,0.265,0.188,0.156,0.039,0.021,0.037,0.008,0.018,0.01,1.037,0.998
70106,701,7,KHM,Daeum Doung,Angkor Chey,Kampot,Cambodia,15.603,0.0,0.0,0.0,0.0,0.0,0.011,0.011,0.011,0.011,0.011,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80106,801,8,KHM,Daeum Rues,Kandal Stueng,Kandal,Cambodia,99.58,6.345,18.32,37.966,56.62,62.109,65.31,73.234,75.253,81.959,84.953,0.731,1.817,5.697,11.348,13.639,15.349,19.54,20.877,25.276,29.953,0.146,0.182,0.285,0.34,0.091,0.051,0.098,0.021,0.051,0.03,1.294,1.3
110301,1103,11,KHM,Dak Dam,Ou Reang,Mondul Kiri,Cambodia,9.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171102,1711,17,KHM,Dam Daek,Soutr Nikom,Siemreap,Cambodia,186.33,9.928,14.155,16.91,19.521,21.031,21.25,22.958,24.12,25.352,28.354,0.641,1.117,1.523,2.011,2.229,2.36,2.697,2.823,3.15,3.524,0.128,0.112,0.076,0.06,0.015,0.008,0.013,0.003,0.006,0.004,0.425,0.228
250502,2505,25,KHM,Dambae,Dambae,Tboung Khmum,Cambodia,97.078,0.023,0.146,0.147,0.337,0.337,0.349,0.544,0.544,0.584,0.711,0.003,0.012,0.022,0.059,0.072,0.08,0.098,0.102,0.114,0.134,0.001,0.001,0.001,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.007
70104,701,7,KHM,Dambouk Khpos,Angkor Chey,Kampot,Cambodia,44.763,2.277,3.791,5.38,7.191,8.123,8.362,9.097,9.189,9.37,10.371,0.178,0.316,0.458,0.641,0.727,0.777,0.899,0.935,1.05,1.187,0.036,0.032,0.023,0.019,0.005,0.003,0.004,0.001,0.002,0.001,0.125,0.28
50603,506,5,KHM,Dambouk Rung,Phnum Sruoch,Kampong Speu,Cambodia,25.122,0.105,0.105,0.174,0.322,0.322,0.322,0.322,0.383,0.431,0.431,0.01,0.016,0.024,0.042,0.049,0.054,0.065,0.07,0.082,0.094,0.002,0.002,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.028
80804,808,8,KHM,Damnak Ampil,Angk Snuol,Kandal,Cambodia,119.808,7.937,26.975,43.139,48.813,50.746,52.602,54.72,54.72,56.401,57.979,1.2,2.919,4.442,6.735,7.597,8.189,9.489,9.869,11.052,12.201,0.24,0.292,0.222,0.202,0.051,0.027,0.047,0.01,0.022,0.012,1.126,0.939
70603,706,7,KHM,Damnak Kantuot Khang Cheung,Kampong Trach,Kampot,Cambodia,5.858,0.085,0.407,0.591,0.798,0.833,0.833,0.893,0.893,0.935,0.946,0.003,0.018,0.032,0.051,0.058,0.063,0.074,0.077,0.088,0.098,0.001,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.007,0.117
70604,706,7,KHM,Damnak Kantuot Khang Tboung,Kampong Trach,Kampot,Cambodia,16.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50513,505,5,KHM,Damnak Reang,Odongk,Kampong Speu,Cambodia,93.309,0.0,0.195,0.195,0.242,0.637,0.637,0.637,0.707,0.707,0.707,0.0,0.005,0.009,0.015,0.029,0.033,0.041,0.046,0.057,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002
70501,705,7,KHM,Damnak Sokram,Dang Tong,Kampot,Cambodia,21.779,3.412,4.698,6.137,7.24,7.759,7.852,8.668,9.112,10.059,11.177,0.306,0.501,0.702,0.931,1.029,1.088,1.242,1.296,1.455,1.623,0.061,0.05,0.035,0.028,0.007,0.004,0.006,0.001,0.003,0.002,0.197,0.904
60301,603,6,KHM,Damrei Choan Khla,Stueng Saen,Kampong Thom,Cambodia,104.338,0.0,0.001,77.615,89.599,90.725,91.212,92.354,92.354,92.553,92.798,0.0,0.0,12.906,22.041,25.116,27.227,32.132,33.627,38.07,42.162,0.0,0.0,0.645,0.661,0.167,0.091,0.161,0.034,0.076,0.042,1.877,1.799
100102,1001,10,KHM,Damrei Phong,Chhloung,Kratie,Cambodia,48.484,0.739,2.775,4.029,4.287,4.514,4.606,4.766,4.766,5.084,5.239,0.11,0.283,0.542,0.892,1.052,1.171,1.467,1.566,1.903,2.327,0.022,0.028,0.027,0.027,0.007,0.004,0.007,0.002,0.004,0.002,0.13,0.268
141304,1413,14,KHM,Damrei Puon,Svay Antor,Prey Veng,Cambodia,85.722,3.893,8.171,9.583,10.715,11.804,12.083,13.211,13.59,15.338,18.669,0.175,0.436,0.632,0.854,0.968,1.037,1.262,1.349,1.627,1.952,0.035,0.044,0.032,0.026,0.006,0.003,0.006,0.001,0.003,0.002,0.159,0.185
60202,602,6,KHM,Damrei Slab,Kampong Svay,Kampong Thom,Cambodia,24.398,2.95,4.568,5.239,5.691,5.869,5.975,6.591,6.602,7.865,8.933,0.149,0.292,0.411,0.553,0.613,0.654,0.763,0.794,0.939,1.148,0.03,0.029,0.021,0.017,0.004,0.002,0.004,0.001,0.002,0.001,0.11,0.451
250303,2503,25,KHM,Damril,Ou Reang Ov,Tboung Khmum,Cambodia,50.236,0.0,0.786,1.292,1.347,1.416,1.439,1.557,1.56,1.666,1.666,0.0,0.112,0.182,0.22,0.235,0.245,0.266,0.272,0.293,0.311,0.0,0.011,0.009,0.007,0.002,0.001,0.001,0.0,0.001,0.0,0.032,0.063
70105,701,7,KHM,Dan Koum,Angkor Chey,Kampot,Cambodia,14.601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171103,1711,17,KHM,Dan Run,Soutr Nikom,Siemreap,Cambodia,140.512,11.944,16.962,20.113,25.409,26.446,27.178,30.65,30.857,32.764,35.151,0.814,1.43,1.906,2.54,2.768,2.924,3.348,3.458,3.859,4.286,0.163,0.143,0.095,0.076,0.018,0.01,0.017,0.003,0.008,0.004,0.538,0.383
60602,606,6,KHM,Dang Kambet,Sandan,Kampong Thom,Cambodia,9.189,0.643,1.62,2.979,3.588,3.685,4.054,4.83,4.89,5.814,5.896,0.092,0.359,0.925,1.681,1.94,2.121,2.554,2.685,3.143,3.586,0.018,0.036,0.046,0.05,0.013,0.007,0.013,0.003,0.006,0.004,0.196,2.138
31503,315,3,KHM,Dang Kdar,Stueng Trang,Kampong Cham,Cambodia,76.975,0.023,0.023,0.045,0.057,0.057,0.057,0.082,0.091,0.185,0.185,0.004,0.006,0.009,0.017,0.019,0.02,0.027,0.03,0.049,0.089,0.001,0.001,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.004
90605,906,9,KHM,Dang Peaeng,Srae Ambel,Koh Kong,Cambodia,22.939,0.618,1.222,1.722,2.48,2.786,2.868,3.661,3.856,4.181,6.005,0.157,0.445,0.651,1.178,1.355,1.489,1.871,2.026,2.495,3.111,0.031,0.044,0.033,0.035,0.009,0.005,0.009,0.002,0.005,0.003,0.177,0.773
70502,705,7,KHM,Dang Tong,Dang Tong,Kampot,Cambodia,57.929,16.997,19.087,19.487,19.689,19.773,19.801,20.199,20.485,20.856,20.932,4.607,9.151,10.734,11.796,12.245,12.576,13.298,13.513,14.151,14.712,0.921,0.915,0.537,0.354,0.082,0.042,0.066,0.014,0.028,0.015,2.974,5.133
90402,904,9,KHM,Dang Tong,Khemara Phoumin,Koh Kong,Cambodia,78.92,0.0,0.0,0.0,0.0,0.055,0.438,2.5,2.5,3.885,58.859,0.0,0.0,0.0,0.0,0.003,0.02,0.176,0.28,0.918,16.651,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.002,0.017,0.02,0.025
120501,1205,12,KHM,Dangkao,Dangkao,Phnom Penh,Cambodia,459.199,0.0,49.668,261.23,290.255,291.893,300.3,340.052,353.58,385.939,407.735,0.0,4.372,43.608,58.743,63.49,73.852,121.034,138.463,175.518,206.134,0.0,0.437,2.18,1.762,0.423,0.246,0.605,0.138,0.351,0.206,6.35,1.383
40402,404,4,KHM,Dar,Kampong Leaeng,Kampong Chhnang,Cambodia,67.315,0.0,0.0,0.0,0.046,0.046,0.046,0.046,0.046,0.046,0.046,0.0,0.0,0.0,0.004,0.014,0.02,0.029,0.031,0.035,0.037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001
100603,1006,10,KHM,Dar,Chetr Borei,Kratie,Cambodia,31.372,1.83,1.876,1.876,1.907,1.953,1.976,2.087,2.092,2.231,2.568,1.367,1.478,1.566,1.659,1.696,1.719,1.784,1.805,1.874,1.96,0.273,0.148,0.078,0.05,0.011,0.006,0.009,0.002,0.004,0.002,0.583,1.857
250705,2507,25,KHM,Dar,Memot,Tboung Khmum,Cambodia,129.377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70315,703,7,KHM,Dechou Akphivoadth,Chhuk,Kampot,Cambodia,25.786,0.0,0.006,0.006,0.006,0.006,0.006,0.023,0.023,0.023,0.06,0.0,0.001,0.002,0.002,0.002,0.002,0.003,0.004,0.005,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
80203,802,8,KHM,Dei Edth,Kien Svay,Kandal,Cambodia,156.01,0.0,0.0,0.07,7.372,9.652,11.26,14.277,15.745,17.967,21.252,0.0,0.0,0.004,1.459,2.069,2.505,3.618,4.017,5.059,6.15,0.0,0.0,0.0,0.044,0.014,0.008,0.018,0.004,0.01,0.006,0.104,0.067
81103,811,8,KHM,Doeum Mien,Ta Khmau,Kandal,Cambodia,110.614,0.0,0.0,0.0,0.0,4.516,34.487,100.227,100.227,100.227,100.227,0.0,0.0,0.0,0.0,0.366,4.537,44.47,49.835,59.169,65.016,0.0,0.0,0.0,0.0,0.002,0.015,0.222,0.05,0.118,0.065,0.473,0.428
21305,213,2,KHM,Doun Ba,Koas Krala,Battambang,Cambodia,18.275,1.142,3.607,5.073,6.811,7.676,8.447,10.225,10.536,10.924,11.343,0.062,0.189,0.322,0.49,0.569,0.631,0.784,0.828,0.945,1.06,0.012,0.019,0.016,0.015,0.004,0.002,0.004,0.001,0.002,0.001,0.076,0.415
170702,1707,17,KHM,Doun Kaev,Puok,Siemreap,Cambodia,42.262,0.0,0.48,1.708,2.447,2.593,2.991,4.033,4.359,4.769,5.098,0.0,0.032,0.121,0.237,0.278,0.318,0.424,0.463,0.582,0.698,0.0,0.003,0.006,0.007,0.002,0.001,0.002,0.0,0.001,0.001,0.024,0.056
140202,1402,14,KHM,Doun Koeng,Kamchay Mear,Prey Veng,Cambodia,50.791,0.0,0.0,0.0,0.4,0.435,0.596,5.354,11.843,16.636,27.172,0.0,0.0,0.0,0.013,0.017,0.024,0.375,1.783,3.132,5.326,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.006,0.005,0.016,0.031
170102,1701,17,KHM,Doun Peng,Angkor Chum,Siemreap,Cambodia,36.35,0.0,0.0,0.103,0.103,0.416,1.228,2.523,2.632,4.82,10.091,0.0,0.0,0.005,0.012,0.023,0.052,0.129,0.152,0.302,0.593,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.001,0.003,0.008
200508,2005,20,KHM,Doun Sa,Svay Chrum,Svay Rieng,Cambodia,45.381,0.771,2.148,4.253,6.183,6.643,8.261,9.969,10.533,11.968,12.765,0.045,0.164,0.36,0.656,0.78,0.91,1.179,1.267,1.542,1.796,0.009,0.016,0.018,0.02,0.005,0.003,0.006,0.001,0.003,0.002,0.083,0.184
70305,703,7,KHM,Doun Yay,Chhuk,Kampot,Cambodia,14.063,0.204,0.622,2.263,3.94,5.474,5.837,6.443,7.211,7.652,8.02,0.006,0.03,0.092,0.188,0.26,0.296,0.372,0.41,0.48,0.548,0.001,0.003,0.005,0.006,0.002,0.001,0.002,0.0,0.001,0.001,0.021,0.149
60401,604,6,KHM,Doung,Prasat Ballangk,Kampong Thom,Cambodia,29.438,0.0,0.07,0.093,0.678,1.049,1.049,1.631,1.637,2.251,2.274,0.0,0.002,0.005,0.066,0.104,0.125,0.195,0.217,0.309,0.386,0.0,0.0,0.0,0.002,0.001,0.0,0.001,0.0,0.001,0.0,0.006,0.02
200407,2004,20,KHM,Doung,Romeas Haek,Svay Rieng,Cambodia,69.192,0.0,0.0,0.246,0.271,0.319,0.319,0.383,0.383,0.406,0.571,0.0,0.0,0.028,0.085,0.11,0.124,0.155,0.165,0.192,0.23,0.0,0.0,0.001,0.003,0.001,0.0,0.001,0.0,0.0,0.0,0.007,0.01
210203,2102,21,KHM,Doung,Bati,Takeo,Cambodia,79.821,0.0,0.0,0.0,0.0,0.0,0.0,0.643,0.759,6.183,11.787,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.2,0.957,2.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.005,0.006
210303,2103,21,KHM,Doung Khpos,Borei Cholsar,Takeo,Cambodia,47.615,0.0,0.0,0.0,0.0,0.0,0.151,0.332,1.198,1.44,1.894,0.0,0.0,0.0,0.0,0.0,0.058,0.088,0.171,0.477,0.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.002,0.005
