ADM3_CODE,ADM2_CODE,ADM1_CODE,ADM0_CODE,ADM3_NAME,ADM2_NAME,ADM1_NAME,ADM0_NAME,ADM3_builtup_WSF19,RP5_builtup_WSF19_exp,RP10_builtup_WSF19_exp,RP20_builtup_WSF19_exp,RP50_builtup_WSF19_exp,RP75_builtup_WSF19_exp,RP100_builtup_WSF19_exp,RP200_builtup_WSF19_exp,RP250_builtup_WSF19_exp,RP500_builtup_WSF19_exp,RP1000_builtup_WSF19_exp,RP5_builtup_WSF19_imp,RP10_builtup_WSF19_imp,RP20_builtup_WSF19_imp,RP50_builtup_WSF19_imp,RP75_builtup_WSF19_imp,RP100_builtup_WSF19_imp,RP200_builtup_WSF19_imp,RP250_builtup_WSF19_imp,RP500_builtup_WSF19_imp,RP1000_builtup_WSF19_imp,RP5_EAI,RP10_EAI,RP20_EAI,RP50_EAI,RP75_EAI,RP100_EAI,RP200_EAI,RP250_EAI,RP500_EAI,RP1000_EAI,builtup_WSF19_EAI,builtup_WSF19_EAI%
210602,2106,21,KHM,Ban Kam,Prey Kabbas,Takeo,Cambodia,50.533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70301,703,7,KHM,Baniev,Chhuk,Kampot,Cambodia,17.918,0.599,1.372,2.321,4.276,5.371,5.868,7.727,8.062,8.525,9.012,0.049,0.107,0.167,0.274,0.337,0.376,0.487,0.516,0.594,0.67,0.01,0.011,0.008,0.008,0.002,0.001,0.002,0.001,0.001,0.001,0.045,0.253
140702,1407,14,KHM,Banlich Prasat,Peam Ro,Prey Veng,Cambodia,20.807,0.0,0.394,0.41,0.959,0.969,1.805,5.974,6.446,9.321,13.114,0.0,0.01,0.014,0.034,0.037,0.297,0.944,1.169,2.456,4.359,0.0,0.001,0.001,0.001,0.0,0.001,0.005,0.001,0.005,0.004,0.019,0.092
220401,2204,22,KHM,Bansay Reak,Samraong,Oddar Meanchey,Cambodia,15.379,0.416,0.798,1.557,2.539,2.846,3.108,3.606,3.666,4.562,5.26,0.02,0.048,0.096,0.168,0.2,0.224,0.283,0.301,0.383,0.472,0.004,0.005,0.005,0.005,0.001,0.001,0.001,0.0,0.001,0.0,0.024,0.153
20209,202,2,KHM,Bansay Traeng,Thma Koul,Battambang,Cambodia,87.313,0.055,1.173,1.313,3.763,5.538,7.789,9.323,10.166,11.739,14.091,0.002,0.098,0.171,0.523,0.887,1.149,1.506,1.637,2.03,2.396,0.0,0.01,0.009,0.016,0.006,0.004,0.008,0.002,0.004,0.002,0.06,0.069
140902,1409,14,KHM,Banteay Chakrei,Preah Sdach,Prey Veng,Cambodia,64.507,0.0,0.0,0.239,0.313,1.79,3.702,16.196,19.124,24.149,33.972,0.0,0.0,0.008,0.026,0.133,0.446,2.469,3.177,5.344,7.955,0.0,0.0,0.0,0.001,0.001,0.001,0.012,0.003,0.011,0.008,0.038,0.058
10701,107,1,KHM,Banteay Chhmar,Thma Puok,Banteay Meanchey,Cambodia,196.241,4.814,10.966,15.827,20.851,22.786,24.235,27.221,28.279,29.415,30.949,0.64,1.313,2.085,3.042,3.444,3.726,4.383,4.603,5.229,5.847,0.128,0.131,0.104,0.091,0.023,0.012,0.022,0.005,0.01,0.006,0.533,0.272
80201,802,8,KHM,Banteay Daek,Kien Svay,Kandal,Cambodia,164.598,0.0,0.0,0.151,17.708,24.643,29.109,33.434,35.578,40.342,44.248,0.0,0.0,0.009,2.763,4.297,5.395,7.66,8.392,10.598,13.213,0.0,0.0,0.0,0.083,0.029,0.018,0.038,0.008,0.021,0.013,0.211,0.128
150508,1505,15,KHM,Banteay Dei,Pursat,Pursat,Cambodia,55.875,5.168,15.963,22.75,27.006,27.304,27.933,35.43,39.538,44.382,45.753,0.383,2.933,5.294,6.194,6.415,6.568,7.245,7.579,8.606,9.817,0.077,0.293,0.265,0.186,0.043,0.022,0.036,0.008,0.017,0.01,0.956,1.711
200201,2002,20,KHM,Banteay Krang,Kampong Rou,Svay Rieng,Cambodia,13.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70201,702,7,KHM,Banteay Meas Khang Kaeut,Banteay Meas,Kampot,Cambodia,42.577,0.0,0.0,0.023,0.252,0.3,0.351,1.569,1.894,3.068,3.325,0.0,0.0,0.002,0.014,0.021,0.026,0.102,0.136,0.258,0.345,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.001,0.0,0.002,0.005
70202,702,7,KHM,Banteay Meas Khang Lech,Banteay Meas,Kampot,Cambodia,34.494,0.0,0.209,0.711,1.488,1.706,1.776,1.928,2.077,2.969,3.853,0.0,0.008,0.05,0.157,0.217,0.255,0.342,0.371,0.495,0.65,0.0,0.001,0.002,0.005,0.001,0.001,0.002,0.0,0.001,0.001,0.014,0.041
10201,102,1,KHM,Banteay Neang,Mongkol Borei,Banteay Meanchey,Cambodia,211.401,0.0,0.903,4.631,14.825,18.326,21.525,32.821,34.777,44.943,48.263,0.0,0.031,0.452,1.654,2.277,2.76,4.288,4.757,6.479,8.17,0.0,0.003,0.023,0.05,0.015,0.009,0.021,0.005,0.013,0.008,0.147,0.07
40602,406,4,KHM,Banteay Preal,Rolea B'ier,Kampong Chhnang,Cambodia,19.954,0.337,0.861,1.39,2.029,2.107,2.373,2.967,3.17,3.394,3.601,0.031,0.074,0.147,0.232,0.266,0.297,0.376,0.402,0.47,0.537,0.006,0.007,0.007,0.007,0.002,0.001,0.002,0.0,0.001,0.001,0.034,0.173
60801,608,6,KHM,Banteay Stoung,Stoung,Kampong Thom,Cambodia,42.172,0.0,0.029,2.128,10.348,13.081,15.149,19.29,20.066,24.201,26.865,0.0,0.002,0.126,0.741,1.041,1.265,1.806,1.968,2.497,3.001,0.0,0.0,0.006,0.022,0.007,0.004,0.009,0.002,0.005,0.003,0.059,0.14
160701,1607,16,KHM,Bar Kham,Ou Ya Dav,Ratanak Kiri,Cambodia,14.009,0.956,1.005,1.136,1.145,1.145,1.145,1.145,1.145,1.145,1.178,0.322,0.413,0.496,0.589,0.623,0.645,0.691,0.704,0.741,0.775,0.064,0.041,0.025,0.018,0.004,0.002,0.003,0.001,0.001,0.001,0.161,1.149
240104,2401,24,KHM,Bar Yakha,Pailin,Pailin,Cambodia,27.229,5.516,6.889,7.309,7.309,7.309,7.309,7.909,8.003,8.16,8.506,0.645,1.168,1.577,2.09,2.321,2.487,2.93,3.073,3.557,4.052,0.129,0.117,0.079,0.063,0.015,0.008,0.015,0.003,0.007,0.004,0.44,1.616
21104,211,2,KHM,Barang Thleak,Phnum Proek,Battambang,Cambodia,41.772,2.572,3.82,4.547,5.95,6.943,7.052,7.318,7.318,7.926,7.955,0.5,1.035,1.272,1.623,1.907,2.013,2.261,2.321,2.531,2.741,0.1,0.104,0.064,0.049,0.013,0.007,0.011,0.002,0.005,0.003,0.357,0.854
31301,313,3,KHM,Baray,Prey Chhor,Kampong Cham,Cambodia,56.456,0.058,0.151,0.191,0.191,0.191,0.191,0.191,0.191,0.198,0.301,0.006,0.011,0.017,0.024,0.027,0.029,0.034,0.035,0.039,0.046,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.008
31401,314,3,KHM,Baray,Srei Santhor,Kampong Cham,Cambodia,58.48,0.0,0.0,0.0,0.203,2.56,10.165,21.907,26.915,34.741,46.081,0.0,0.0,0.0,0.032,0.375,1.25,4.545,5.838,9.884,14.88,0.0,0.0,0.0,0.001,0.003,0.004,0.023,0.006,0.02,0.015,0.071,0.121
60103,601,6,KHM,Baray,Baray,Kampong Thom,Cambodia,103.176,0.128,0.372,0.452,6.595,10.367,12.111,14.644,17.648,24.265,28.74,0.009,0.046,0.075,0.577,1.137,1.37,1.835,2.034,2.757,3.397,0.002,0.005,0.004,0.017,0.008,0.005,0.009,0.002,0.006,0.003,0.06,0.058
141001,1410,14,KHM,Baray,Prey Veng,Prey Veng,Cambodia,43.47,0.0,0.0,0.0,0.0,0.008,0.946,7.059,12.218,20.55,26.283,0.0,0.0,0.0,0.0,0.001,0.06,0.852,1.663,4.318,7.683,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.002,0.009,0.008,0.022,0.052
210801,2108,21,KHM,Baray,Doun Kaev,Takeo,Cambodia,94.123,0.379,0.379,0.379,0.811,0.811,0.823,0.833,0.835,1.393,10.443,0.019,0.021,0.022,0.047,0.07,0.084,0.114,0.123,0.174,1.768,0.004,0.002,0.001,0.001,0.0,0.0,0.001,0.0,0.0,0.002,0.012,0.013
80103,801,8,KHM,Barku,Kandal Stueng,Kandal,Cambodia,71.465,6.994,12.837,52.961,57.816,59.743,62.237,66.207,66.943,67.645,67.645,1.036,2.217,9.371,14.058,15.862,17.55,21.315,22.447,25.669,28.665,0.207,0.222,0.469,0.422,0.106,0.059,0.107,0.022,0.051,0.029,1.692,2.368
80602,806,8,KHM,Barong,Lvea Aem,Kandal,Cambodia,23.101,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.032,0.705,2.455,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.007,0.145,0.614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.004
21405,214,2,KHM,Basak,Rukh Kiri,Battambang,Cambodia,21.731,0.116,0.222,0.707,1.879,2.046,2.345,2.412,2.615,3.331,4.271,0.028,0.054,0.138,0.342,0.453,0.543,0.745,0.814,1.065,1.412,0.006,0.005,0.007,0.01,0.003,0.002,0.004,0.001,0.002,0.001,0.041,0.189
200502,2005,20,KHM,Basak,Svay Chrum,Svay Rieng,Cambodia,44.239,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.136,4.96,6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.019,0.642,1.347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.003,0.006
50101,501,5,KHM,Basedth,Basedth,Kampong Speu,Cambodia,88.906,0.0,0.216,0.684,1.112,1.112,1.15,1.16,1.195,1.195,1.22,0.0,0.011,0.036,0.068,0.078,0.085,0.103,0.108,0.124,0.138,0.0,0.001,0.002,0.002,0.001,0.0,0.001,0.0,0.0,0.0,0.007,0.008
10202,102,1,KHM,Bat Trang,Mongkol Borei,Banteay Meanchey,Cambodia,68.229,0.0,0.174,1.93,4.641,6.648,7.914,13.221,17.005,22.054,26.925,0.0,0.012,0.203,0.716,1.06,1.327,2.212,2.631,4.21,6.353,0.0,0.001,0.01,0.021,0.007,0.004,0.011,0.003,0.008,0.006,0.073,0.107
30101,301,3,KHM,Batheay,Batheay,Kampong Cham,Cambodia,108.567,0.0,0.0,0.0,1.633,3.574,3.966,5.716,6.296,24.011,30.105,0.0,0.0,0.0,0.255,0.9,1.25,2.504,2.901,8.269,11.61,0.0,0.0,0.0,0.008,0.006,0.004,0.013,0.003,0.017,0.012,0.061,0.057
200801,2008,20,KHM,Bati,Bavet,Svay Rieng,Cambodia,148.532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,1.061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034,0.108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20401,204,2,KHM,Bavel,Bavel,Battambang,Cambodia,271.939,25.734,39.663,47.396,62.387,69.058,75.561,85.638,87.206,92.24,97.491,1.68,2.575,3.352,4.576,5.307,5.894,7.094,7.437,8.537,9.702,0.336,0.257,0.168,0.137,0.035,0.02,0.035,0.007,0.017,0.01,1.023,0.376
200802,2008,20,KHM,Bavet,Bavet,Svay Rieng,Cambodia,459.691,0.0,0.0,0.0,0.023,0.058,1.857,52.716,59.617,78.544,90.692,0.0,0.0,0.0,0.002,0.008,0.076,12.331,15.016,24.168,32.306,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.015,0.048,0.032,0.158,0.034
20103,201,2,KHM,Bay Damram,Banan,Battambang,Cambodia,41.186,17.408,21.053,23.365,30.998,32.366,33.463,34.911,35.128,36.132,36.972,3.368,4.539,5.409,6.75,7.221,7.538,8.19,8.376,8.934,9.478,0.674,0.454,0.27,0.202,0.048,0.025,0.041,0.008,0.018,0.009,1.75,4.25
180103,1801,18,KHM,Bei,Preah Sihanouk,Preah Sihanouk,Cambodia,411.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220202,2202,22,KHM,Beng,Banteay Ampil,Oddar Meanchey,Cambodia,120.874,0.123,0.824,2.431,3.496,3.655,4.704,7.603,8.007,9.984,10.191,0.005,0.155,0.327,0.691,0.83,0.958,1.323,1.442,1.843,2.204,0.001,0.016,0.016,0.021,0.006,0.003,0.007,0.001,0.004,0.002,0.076,0.063
180203,1802,18,KHM,Bet Trang,Prey Nob,Preah Sihanouk,Cambodia,261.26,3.399,9.32,9.519,9.902,10.605,10.907,11.201,11.201,13.358,14.347,0.434,2.521,3.335,4.01,4.291,4.49,4.961,5.107,5.662,6.205,0.087,0.252,0.167,0.12,0.029,0.015,0.025,0.005,0.011,0.006,0.717,0.274
60104,601,6,KHM,Boeng,Baray,Kampong Thom,Cambodia,69.784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150101,1501,15,KHM,Boeng Bat Kandaol,Bakan,Pursat,Cambodia,35.654,0.012,0.023,0.03,0.384,0.884,0.919,2.85,3.566,5.928,14.109,0.001,0.002,0.003,0.019,0.04,0.049,0.193,0.279,0.626,1.594,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.002,0.006,0.016
10901,109,1,KHM,Boeng Beng,Malai,Banteay Meanchey,Cambodia,90.03,3.972,6.043,7.414,9.505,10.34,11.72,13.881,14.212,16.874,17.685,0.418,0.701,0.95,1.325,1.477,1.605,1.925,2.014,2.352,2.659,0.084,0.07,0.048,0.04,0.01,0.005,0.01,0.002,0.005,0.003,0.275,0.306
100401,1004,10,KHM,Boeng Char,Sambour,Kratie,Cambodia,4.609,1.45,1.642,1.83,1.918,1.964,2.142,2.281,2.281,2.415,2.42,0.95,1.142,1.302,1.489,1.556,1.611,1.741,1.784,1.91,2.024,0.19,0.114,0.065,0.045,0.01,0.005,0.009,0.002,0.004,0.002,0.446,9.676
140903,1409,14,KHM,Boeng Daol,Preah Sdach,Prey Veng,Cambodia,31.55,1.568,1.704,1.86,8.937,13.981,19.262,26.579,27.401,29.207,29.933,0.131,0.166,0.198,1.404,3.272,4.675,8.025,8.953,11.36,13.328,0.026,0.017,0.01,0.042,0.022,0.016,0.04,0.009,0.023,0.013,0.217,0.689
120407,1204,12,KHM,Boeng Kak Ti Muoy,Tuol Kouk,Phnom Penh,Cambodia,153.561,0.0,0.0,2.833,34.113,44.058,54.978,69.278,74.338,83.642,92.19,0.0,0.0,0.175,9.069,13.767,17.599,26.588,29.587,37.743,45.386,0.0,0.0,0.009,0.272,0.092,0.059,0.133,0.03,0.075,0.045,0.715,0.465
120408,1204,12,KHM,Boeng Kak Ti Pir,Tuol Kouk,Phnom Penh,Cambodia,178.658,0.0,0.0,0.0,3.052,9.044,14.648,32.034,35.254,52.286,70.216,0.0,0.0,0.0,0.373,1.308,2.321,6.262,7.993,13.706,20.756,0.0,0.0,0.0,0.011,0.009,0.008,0.031,0.008,0.027,0.021,0.115,0.064
160204,1602,16,KHM,Boeng Kansaeng,Ban Lung,Ratanak Kiri,Cambodia,126.208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150303,1503,15,KHM,Boeng Kantuot,Krakor,Pursat,Cambodia,55.433,8.925,9.645,12.218,16.72,17.658,19.797,23.169,23.29,25.178,26.765,0.721,1.263,1.788,2.521,2.801,3.046,3.763,3.942,4.469,4.938,0.144,0.126,0.089,0.076,0.019,0.01,0.019,0.004,0.009,0.005,0.501,0.904
121303,1213,12,KHM,Boeng Keng Kang Ti Bei,Boeng Keng Kang,Phnom Penh,Cambodia,91.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.195,14.495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.742,2.245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.004,0.004
121301,1213,12,KHM,Boeng Keng Kang Ti Muoy,Boeng Keng Kang,Phnom Penh,Cambodia,110.751,0.0,0.0,0.0,0.0,0.0,0.0,5.925,9.054,14.922,19.98,0.0,0.0,0.0,0.0,0.0,0.0,0.947,1.684,3.788,5.874,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.002,0.008,0.006,0.02,0.018
121302,1213,12,KHM,Boeng Keng Kang Ti Pir,Boeng Keng Kang,Phnom Penh,Cambodia,43.496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150102,1501,15,KHM,Boeng Khnar,Bakan,Pursat,Cambodia,144.058,0.695,2.526,4.028,6.631,17.008,24.857,83.254,96.06,118.116,128.776,0.045,0.256,0.432,0.671,2.391,4.241,16.211,20.036,31.849,42.395,0.009,0.026,0.022,0.02,0.016,0.014,0.081,0.02,0.064,0.042,0.314,0.218
80104,801,8,KHM,Boeng Khyang,Kandal Stueng,Kandal,Cambodia,69.376,0.0,0.285,0.502,0.592,0.917,1.37,2.128,2.217,10.649,16.28,0.0,0.022,0.075,0.126,0.167,0.211,0.34,0.436,1.359,2.983,0.0,0.002,0.004,0.004,0.001,0.001,0.002,0.0,0.003,0.003,0.019,0.028
30501,305,3,KHM,Boeng Kok,Kampong Cham,Kampong Cham,Cambodia,110.041,18.978,36.664,45.387,49.14,51.208,54.278,56.718,58.823,61.301,63.935,10.466,18.196,26.363,32.447,34.855,37.332,41.795,42.994,46.201,49.226,2.093,1.82,1.318,0.973,0.232,0.124,0.209,0.043,0.092,0.049,6.955,6.32
80603,806,8,KHM,Boeng Krum,Lvea Aem,Kandal,Cambodia,22.996,0.0,0.0,0.0,5.011,5.565,5.678,8.426,8.774,9.422,12.127,0.0,0.0,0.0,0.941,1.418,1.701,2.45,2.738,3.487,4.478,0.0,0.0,0.0,0.028,0.009,0.006,0.012,0.003,0.007,0.004,0.07,0.303
60701,607,6,KHM,Boeng Lvea,Santuk,Kampong Thom,Cambodia,100.616,0.431,0.466,0.936,2.766,3.294,3.934,5.961,6.497,9.151,11.32,0.133,0.181,0.254,0.71,0.941,1.117,1.674,1.919,2.952,4.27,0.027,0.018,0.013,0.021,0.006,0.004,0.008,0.002,0.006,0.004,0.109,0.109
171301,1713,17,KHM,Boeng Mealea,Svay Leu,Siemreap,Cambodia,27.659,0.041,0.082,0.082,0.094,0.094,0.094,0.094,0.094,0.14,0.14,0.003,0.008,0.013,0.018,0.021,0.022,0.025,0.026,0.032,0.036,0.001,0.001,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.011
31302,313,3,KHM,Boeng Nay,Prey Chhor,Kampong Cham,Cambodia,109.214,0.0,0.0,0.099,0.532,2.07,2.583,4.921,5.341,6.035,7.645,0.0,0.0,0.003,0.036,0.096,0.147,0.347,0.414,0.583,0.765,0.0,0.0,0.0,0.001,0.001,0.0,0.002,0.0,0.001,0.001,0.006,0.006
70303,703,7,KHM,Boeng Nimol,Chhuk,Kampot,Cambodia,24.212,0.0,0.273,0.321,1.759,1.919,2.465,2.928,3.229,3.497,3.735,0.0,0.013,0.021,0.105,0.125,0.15,0.187,0.203,0.241,0.275,0.0,0.001,0.001,0.003,0.001,0.001,0.001,0.0,0.0,0.0,0.009,0.036
140101,1401,14,KHM,Boeng Preah,Ba Phnum,Prey Veng,Cambodia,62.076,0.0,0.06,0.174,0.413,1.086,1.211,2.845,3.016,4.79,6.854,0.0,0.002,0.009,0.027,0.056,0.073,0.165,0.191,0.35,0.537,0.0,0.0,0.0,0.001,0.0,0.0,0.001,0.0,0.001,0.001,0.004,0.007
90601,906,9,KHM,Boeng Preav,Srae Ambel,Koh Kong,Cambodia,58.649,1.629,3.205,4.636,5.958,6.629,6.835,7.663,8.533,9.47,11.052,0.502,0.976,1.536,2.325,2.889,3.277,4.12,4.415,5.392,6.536,0.1,0.098,0.077,0.07,0.019,0.011,0.021,0.004,0.011,0.007,0.417,0.711
20207,202,2,KHM,Boeng Pring,Thma Koul,Battambang,Cambodia,110.475,28.928,38.634,45.934,59.714,65.302,68.354,75.991,77.571,82.476,87.743,5.191,8.826,11.67,15.585,17.215,18.268,20.739,21.515,23.953,26.478,1.038,0.883,0.584,0.468,0.115,0.061,0.104,0.022,0.048,0.026,3.347,3.03
120308,1203,12,KHM,Boeng Proluet,Prampir Meakkakra,Phnom Penh,Cambodia,56.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250202,2502,25,KHM,Boeng Pruol,Tboung Khmum,Tboung Khmum,Cambodia,32.973,3.58,6.634,13.657,19.489,23.079,25.958,27.412,27.96,31.03,31.577,1.401,2.821,4.935,7.706,9.535,11.527,15.273,16.186,18.826,21.28,0.28,0.282,0.247,0.231,0.064,0.038,0.076,0.016,0.038,0.021,1.294,3.923
21202,212,2,KHM,Boeng Reang,Kamrieng,Battambang,Cambodia,209.026,56.832,60.591,64.801,69.645,70.935,71.739,73.722,73.767,74.615,75.433,14.8,17.523,19.635,22.115,23.134,23.803,25.452,25.956,27.467,28.925,2.96,1.752,0.982,0.663,0.154,0.079,0.127,0.026,0.055,0.029,6.828,3.267
120204,1202,12,KHM,Boeng Reang,Doun Penh,Phnom Penh,Cambodia,67.586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70601,706,7,KHM,Boeng Sala Khang Cheung,Kampong Trach,Kampot,Cambodia,24.213,0.0,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.081,0.0,0.003,0.005,0.006,0.007,0.008,0.009,0.009,0.011,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.004
70602,706,7,KHM,Boeng Sala Khang Tboung,Kampong Trach,Kampot,Cambodia,12.916,0.0,0.0,0.0,0.0,0.034,0.139,0.151,0.151,0.151,0.174,0.0,0.0,0.0,0.0,0.001,0.007,0.012,0.013,0.017,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001
120410,1204,12,KHM,Boeng Salang,Tuol Kouk,Phnom Penh,Cambodia,92.914,0.0,0.0,0.0,0.0,26.765,56.861,70.017,72.536,76.042,76.042,0.0,0.0,0.0,0.0,2.676,7.967,14.515,16.603,24.367,31.386,0.0,0.0,0.0,0.0,0.018,0.027,0.073,0.017,0.049,0.031,0.214,0.23
180202,1802,18,KHM,Boeng Ta Prum,Prey Nob,Preah Sihanouk,Cambodia,12.165,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.012,0.012,0.012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121406,1214,12,KHM,Boeng Thum,Kamboul,Phnom Penh,Cambodia,156.58,7.986,11.79,14.837,20.156,24.141,29.957,38.984,44.094,57.831,72.637,0.813,1.398,2.398,4.07,4.826,5.616,7.751,8.589,11.635,15.821,0.163,0.14,0.12,0.122,0.032,0.019,0.039,0.009,0.023,0.016,0.682,0.435
120111,1201,12,KHM,Boeng Trabaek,Chamkar Mon,Phnom Penh,Cambodia,57.751,0.0,0.0,0.0,12.179,18.364,23.324,38.508,39.957,40.781,40.781,0.0,0.0,0.0,0.507,1.705,6.683,19.379,21.365,25.1,27.443,0.0,0.0,0.0,0.015,0.011,0.022,0.097,0.021,0.05,0.027,0.245,0.424
210701,2107,21,KHM,Boeng Tranh Khang Cheung,Samraong,Takeo,Cambodia,82.923,0.051,4.64,13.743,22.074,25.374,26.753,28.62,30.712,33.007,35.806,0.002,0.178,0.654,1.323,1.638,1.827,2.232,2.405,2.849,3.317,0.0,0.018,0.033,0.04,0.011,0.006,0.011,0.002,0.006,0.003,0.13,0.157
210702,2107,21,KHM,Boeng Tranh Khang Tboung,Samraong,Takeo,Cambodia,112.529,0.023,0.865,4.139,11.305,13.932,15.694,19.37,20.427,25.456,30.286,0.001,0.064,0.39,0.967,1.254,1.473,1.976,2.139,2.698,3.276,0.0,0.006,0.019,0.029,0.008,0.005,0.01,0.002,0.005,0.003,0.089,0.079
70701,707,7,KHM,Boeng Tuk,Tuek Chhou,Kampot,Cambodia,32.922,0.0,0.0,0.0,0.0,0.0,0.0,0.044,0.07,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.009,0.016,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120605,1206,12,KHM,Boeng Tumpun Ti 2,Mean Chey,Phnom Penh,Cambodia,190.491,0.0,0.0,163.713,164.32,164.32,164.32,164.32,164.32,164.32,164.32,0.0,0.0,17.95,58.764,78.631,118.979,142.451,144.334,147.64,149.862,0.0,0.0,0.898,1.763,0.524,0.397,0.712,0.144,0.295,0.15,4.883,2.563
20408,204,2,KHM,Boeung Pram,Bavel,Battambang,Cambodia,26.806,0.28,0.617,1.246,2.204,2.454,2.661,3.094,3.378,3.877,4.465,0.024,0.053,0.089,0.213,0.27,0.302,0.373,0.398,0.47,0.543,0.005,0.005,0.004,0.006,0.002,0.001,0.002,0.0,0.001,0.001,0.027,0.102
210301,2103,21,KHM,Borei Cholsar,Borei Cholsar,Takeo,Cambodia,19.375,0.0,0.0,0.0,2.553,3.51,6.324,9.372,10.306,14.212,16.177,0.0,0.0,0.0,0.61,0.848,1.188,2.044,2.368,4.894,6.573,0.0,0.0,0.0,0.018,0.006,0.004,0.01,0.002,0.01,0.007,0.057,0.294
30201,302,3,KHM,Bos Khnor,Chamkar Leu,Kampong Cham,Cambodia,215.179,0.662,1.215,1.562,1.84,1.84,1.873,1.878,1.878,1.878,1.878,0.032,0.064,0.09,0.119,0.128,0.136,0.151,0.156,0.171,0.185,0.006,0.006,0.005,0.004,0.001,0.0,0.001,0.0,0.0,0.0,0.024,0.011
100601,1006,10,KHM,Bos Leav,Chetr Borei,Kratie,Cambodia,33.439,23.507,25.757,27.269,28.584,29.348,29.78,29.92,30.179,30.814,31.295,17.751,19.309,20.895,22.841,23.61,24.123,25.246,25.583,26.586,27.53,3.55,1.931,1.045,0.685,0.157,0.08,0.126,0.026,0.053,0.028,7.681,22.971
